"GameId","Season","SeasonType","StartDate","HomeTeam","HomeScore","AwayTeam","AwayScore","LineProvider","OverUnder","Spread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"213038","2026","regular","2025-11-12T00:30:00.000Z","UAB","74","Alabama State","77","ESPN BET","164.5","-19.5","-17.5","163.5","-1800","900"
"213038","2026","regular","2025-11-12T00:30:00.000Z","UAB","74","Alabama State","77","Bovada","165.5","-19","-17.5","162.5","",""
"209862","2026","regular","2025-11-12T01:00:00.000Z","SMU","102","Murray State","91","ESPN BET","163.5","-10.5","-12.5","163.5","-1000","600"
"209862","2026","regular","2025-11-12T01:00:00.000Z","SMU","102","Murray State","91","Bovada","164.5","-10","-12","164","-800","525"
"209865","2026","regular","2025-11-12T01:00:00.000Z","Louisville","96","Kentucky","88","ESPN BET","173.5","-5.5","-3.5","170.5","-170","145"
"209865","2026","regular","2025-11-12T01:00:00.000Z","Louisville","96","Kentucky","88","Bovada","173.5","-6","-3","174.5","-230","190"
"209869","2026","regular","2025-11-12T01:00:00.000Z","Duquesne","87","Queens University","81","ESPN BET","162.5","-12.5","-11.5","159.5","-1400","750"
"213037","2026","regular","2025-11-12T01:00:00.000Z","Tarleton State","76","Merrimack","62","ESPN BET","142.5","-4.5","-4.5","142.5","-210","175"
"213037","2026","regular","2025-11-12T01:00:00.000Z","Tarleton State","76","Merrimack","62","Bovada","143","-5.5","-5.5","141.5","-210","175"
"213039","2026","regular","2025-11-12T01:00:00.000Z","Rice","69","Stephen F. Austin","81","ESPN BET","149.5","-2.5","-3.5","151.5","-175","150"
"213039","2026","regular","2025-11-12T01:00:00.000Z","Rice","69","Stephen F. Austin","81","Bovada","149.5","-3","-4","151","-160","135"
"213046","2026","regular","2025-11-12T01:00:00.000Z","Arkansas","93","Central Arkansas","56","ESPN BET","158.5","-35.5","-34.5","157.5","",""
"213046","2026","regular","2025-11-12T01:00:00.000Z","Arkansas","93","Central Arkansas","56","Bovada","158.5","-35","-35","157.5","",""
"213053","2026","regular","2025-11-12T01:00:00.000Z","Auburn","93","Wofford","62","Bovada","152.5","-27.5","-25","153","-10000","1600"
"213053","2026","regular","2025-11-12T01:00:00.000Z","Auburn","93","Wofford","62","ESPN BET","152.5","-27.5","-25.5","152.5","-100000","4000"
"213080","2026","regular","2025-11-12T01:00:00.000Z","Oklahoma","95","Arkansas-Pine Bluff","69","ESPN BET","168.5","-36.5","-33.5","168.5","",""
"213080","2026","regular","2025-11-12T01:00:00.000Z","Oklahoma","95","Arkansas-Pine Bluff","69","Bovada","169.5","-36.5","-33.5","168.5","",""
"213079","2026","regular","2025-11-12T01:00:00.000Z","Louisiana","62","Tulane","66","ESPN BET","135.5","5.5","5.5","136.5","195","-230"
"213071","2026","regular","2025-11-12T01:00:00.000Z","North Dakota State","90","Cal State Northridge","68","ESPN BET","156.5","-4.5","-2.5","151.5","-150","130"
"213071","2026","regular","2025-11-12T01:00:00.000Z","North Dakota State","90","Cal State Northridge","68","Bovada","156","-3.5","1","151.5","-150","130"
"213066","2026","regular","2025-11-12T01:00:00.000Z","Kansas","77","Texas A&M-Corpus Christi","46","ESPN BET","147.5","-27.5","-25.5","147.5","-20000","3000"
"213066","2026","regular","2025-11-12T01:00:00.000Z","Kansas","77","Texas A&M-Corpus Christi","46","Bovada","145.5","-25","-25.5","147","",""
"213058","2026","regular","2025-11-12T01:00:00.000Z","Nebraska","69","Maryland Eastern Shore","50","ESPN BET","146.5","-36.5","-33.5","148.5","",""
"213057","2026","regular","2025-11-12T01:00:00.000Z","Missouri State","85","Arkansas State","86","ESPN BET","152.5","-1.5","-2.5","151.5","-135","115"
"213057","2026","regular","2025-11-12T01:00:00.000Z","Missouri State","85","Arkansas State","86","Bovada","152.5","-2","-2.5","151","-135","115"
"213054","2026","regular","2025-11-12T01:00:00.000Z","DePaul","53","Buffalo","66","ESPN BET","153.5","-18.5","-17.5","154.5","-4000","1300"
"213054","2026","regular","2025-11-12T01:00:00.000Z","DePaul","53","Buffalo","66","Bovada","153","-18.5","-17","154","-6000","1325"
"209877","2026","regular","2025-11-12T01:30:00.000Z","Illinois","81","Texas Tech","77","Bovada","168.5","-4","-3.5","163.5","-170","145"
"209877","2026","regular","2025-11-12T01:30:00.000Z","Illinois","81","Texas Tech","77","ESPN BET","167.5","-3.5","-3.5","163.5","-175","150"
"213051","2026","regular","2025-11-12T01:30:00.000Z","Wyoming","79","Austin Peay","65","Bovada","154.5","-6","-6","154","-200","170"
"213051","2026","regular","2025-11-12T01:30:00.000Z","Wyoming","79","Austin Peay","65","ESPN BET","153.5","-5.5","","154.5","-230","195"
"213059","2026","regular","2025-11-12T01:30:00.000Z","Wisconsin","86","Ball State","55","ESPN BET","156.5","-26.5","-25.5","153.5","-100000","4000"
"213059","2026","regular","2025-11-12T01:30:00.000Z","Wisconsin","86","Ball State","55","Bovada","156.5","-26.5","-25","153.5","-10000","1600"
"213049","2026","regular","2025-11-12T02:00:00.000Z","UTEP","58","Loyola Marymount","71","ESPN BET","144.5","1.5","2.5","147.5","135","-155"
"213049","2026","regular","2025-11-12T02:00:00.000Z","UTEP","58","Loyola Marymount","71","Bovada","144.5","-1","2.5","147","120","-140"
"213067","2026","regular","2025-11-12T02:00:00.000Z","BYU","85","Delaware","68","Bovada","164.5","-36","-33.5","163.5","",""
"213067","2026","regular","2025-11-12T02:00:00.000Z","BYU","85","Delaware","68","ESPN BET","163.5","-35.5","-33.5","163.5","",""
"213050","2026","regular","2025-11-12T02:00:00.000Z","Boise State","85","UT Rio Grande Valley","65","Bovada","162","-17","-17","162","-4000","1200"
"213050","2026","regular","2025-11-12T02:00:00.000Z","Boise State","85","UT Rio Grande Valley","65","ESPN BET","160.5","-16.5","-18.5","161.5","-2000","1000"
"213045","2026","regular","2025-11-12T02:00:00.000Z","Arizona","84","Northern Arizona","49","Bovada","162.5","-36","-34.5","164","",""
"213045","2026","regular","2025-11-12T02:00:00.000Z","Arizona","84","Northern Arizona","49","ESPN BET","163.5","-35.5","-34.5","164.5","",""
"213044","2026","regular","2025-11-12T02:00:00.000Z","New Mexico","82","UC Riverside","68","ESPN BET","141.5","-19.5","-17.5","146.5","-5000","1500"
"213044","2026","regular","2025-11-12T02:00:00.000Z","New Mexico","82","UC Riverside","68","Bovada","142","-20","-19","144","-4500","1250"
"213040","2026","regular","2025-11-12T02:00:00.000Z","Ole Miss","83","Memphis","77","ESPN BET","152.5","-10.5","-8.5","","-550","380"
"213040","2026","regular","2025-11-12T02:00:00.000Z","Ole Miss","83","Memphis","77","Bovada","151.5","-9.5","-9","156.5","-500","360"
"209861","2026","regular","2025-11-12T02:00:00.000Z","Virginia","91","Hampton","53","ESPN BET","148.5","-24.5","-22.5","147.5","-10000","2500"
"209861","2026","regular","2025-11-12T02:00:00.000Z","Virginia","91","Hampton","53","Bovada","149","-24","-21.5","148.5","-10000","1600"
"213072","2026","regular","2025-11-12T02:30:00.000Z","Cal State Bakersfield","74","Western Illinois","58","ESPN BET","141.5","-6.5","-6.5","143.5","-250","210"
"213083","2026","regular","2025-11-12T03:00:00.000Z","Sacramento State","87","UC Santa Barbara","92","ESPN BET","160.5","7.5","8.5","160.5","320","-425"
"213083","2026","regular","2025-11-12T03:00:00.000Z","Sacramento State","87","UC Santa Barbara","92","Bovada","161","7","9.5","162.5","350","-480"
"215333","2026","regular","2025-11-12T03:00:00.000Z","Saint Mary's","90","Ohio","60","ESPN BET","144.5","-17.5","-18.5","144.5","-5000","1500"
"213064","2026","regular","2025-11-12T03:00:00.000Z","UNLV","93","Montana","102","ESPN BET","157.5","-10.5","-9.5","156.5","-550","380"
"213064","2026","regular","2025-11-12T03:00:00.000Z","UNLV","93","Montana","102","Bovada","157.5","-10.5","-9.5","156.5","-525","375"
"213061","2026","regular","2025-11-12T03:00:00.000Z","Gonzaga","90","Creighton","63","Bovada","165","-11.5","-13","167","-850","550"
"213061","2026","regular","2025-11-12T03:00:00.000Z","Gonzaga","90","Creighton","63","ESPN BET","164.5","-11.5","-10.5","163.5","-700","450"
"213107","2026","regular","2025-11-12T23:30:00.000Z","Georgetown","83","Binghamton","70","ESPN BET","141.5","-27.5","-25.5","147.5","-100000","4000"
"213107","2026","regular","2025-11-12T23:30:00.000Z","Georgetown","83","Binghamton","70","Bovada","141.5","-27.5","-25.5","144","",""
"213099","2026","regular","2025-11-13T00:00:00.000Z","Western Michigan","83","Purdue Fort Wayne","71","ESPN BET","161.5","3.5","1.5","159.5","110","-130"
"213105","2026","regular","2025-11-13T00:00:00.000Z","Indiana","101","Milwaukee","70","ESPN BET","165.5","-24.5","-23.5","163.5","-20000","3000"
"213104","2026","regular","2025-11-13T00:00:00.000Z","VCU","78","Saint Peter's","61","ESPN BET","147.5","-20.5","-21.5","147.5","-20000","3000"
"213103","2026","regular","2025-11-13T00:00:00.000Z","South Florida","100","Coppin State","50","ESPN BET","167.5","-34.5","-31.5","170.5","",""
"213103","2026","regular","2025-11-13T00:00:00.000Z","South Florida","100","Coppin State","50","Bovada","168","-34.5","-31","171","",""
"213098","2026","regular","2025-11-13T00:00:00.000Z","Tennessee","99","North Florida","66","ESPN BET","155.5","-41.5","-40.5","154.5","",""
"213098","2026","regular","2025-11-13T00:00:00.000Z","Tennessee","99","North Florida","66","Bovada","154.5","-41.5","-39.5","154.5","",""
"213091","2026","regular","2025-11-13T00:00:00.000Z","East Tennessee State","75","Northern Kentucky","63","ESPN BET","142.5","-6.5","-6.5","143.5","-280","230"
"213091","2026","regular","2025-11-13T00:00:00.000Z","East Tennessee State","75","Northern Kentucky","63","Bovada","142.5","-6.5","-7","143.5","-300","250"
"213088","2026","regular","2025-11-13T00:00:00.000Z","South Carolina","81","Presbyterian","61","ESPN BET","137.5","-15.5","-15.5","137.5","-1400","750"
"213088","2026","regular","2025-11-13T00:00:00.000Z","South Carolina","81","Presbyterian","61","Bovada","137","-16","-15.5","137","",""
"213085","2026","regular","2025-11-13T00:00:00.000Z","Marshall","96","Elon","89","ESPN BET","155.5","-8.5","-9.5","152.5","-600","400"
"213085","2026","regular","2025-11-13T00:00:00.000Z","Marshall","96","Elon","89","Bovada","155.5","-9.5","-9.5","152.5","-500","360"
"209886","2026","regular","2025-11-13T00:00:00.000Z","Canisius","58","Mercyhurst","55","ESPN BET","135.5","1.5","","142.5","-110","-110"
"209886","2026","regular","2025-11-13T00:00:00.000Z","Canisius","58","Mercyhurst","55","Bovada","135.5","2","-1","137","-105","-115"
"209885","2026","regular","2025-11-13T00:00:00.000Z","George Washington","107","American University","67","ESPN BET","151.5","-17.5","-18.5","154.5","-4000","1300"
"209885","2026","regular","2025-11-13T00:00:00.000Z","George Washington","107","American University","67","Bovada","150.5","-17.5","-18","154.5","",""
"209884","2026","regular","2025-11-13T00:00:00.000Z","St. Bonaventure","75","Siena","66","ESPN BET","139.5","-9.5","-7.5","141.5","-320","260"
"209884","2026","regular","2025-11-13T00:00:00.000Z","St. Bonaventure","75","Siena","66","Bovada","139","-8.5","-8.5","141","-430","320"
"209882","2026","regular","2025-11-13T00:00:00.000Z","Virginia Tech","94","Saint Joseph's","59","ESPN BET","157.5","-12.5","-11.5","156.5","-900","550"
"209882","2026","regular","2025-11-13T00:00:00.000Z","Virginia Tech","94","Saint Joseph's","59","Bovada","158","-12","-12","156.5","-950","600"
"209881","2026","regular","2025-11-13T00:00:00.000Z","Boston University","90","Brown","77","ESPN BET","130.5","-2.5","-3.5","133.5","-175","150"
"213111","2026","regular","2025-11-13T00:00:00.000Z","Longwood","82","James Madison","72","ESPN BET","149.5","1.5","-1.5","152.5","-125","105"
"213111","2026","regular","2025-11-13T00:00:00.000Z","Longwood","82","James Madison","72","Bovada","153","1","-1.5","152.5","-110","-110"
"213086","2026","regular","2025-11-13T01:00:00.000Z","Missouri","83","Minnesota","60","ESPN BET","158.5","-7.5","-6.5","156.5","-300","250"
"213086","2026","regular","2025-11-13T01:00:00.000Z","Missouri","83","Minnesota","60","Bovada","159","-7","-7","156.5","-340","270"
"213093","2026","regular","2025-11-13T01:00:00.000Z","Houston","78","Oakland","45","Bovada","138","-30.5","-29","139","",""
"213093","2026","regular","2025-11-13T01:00:00.000Z","Houston","78","Oakland","45","ESPN BET","137.5","-30.5","-29.5","138.5","",""
"213101","2026","regular","2025-11-13T01:00:00.000Z","Marquette","89","Little Rock","49","ESPN BET","155.5","-21.5","-19.5","157.5","-7500","2000"
"213102","2026","regular","2025-11-13T01:00:00.000Z","Evansville","72","Middle Tennessee","77","ESPN BET","140.5","-2.5","-1.5","141.5","-120",""
"213114","2026","regular","2025-11-13T01:00:00.000Z","Texas State","80","UTSA","69","ESPN BET","147.5","-2.5","-1.5","148.5","-120",""
"213114","2026","regular","2025-11-13T01:00:00.000Z","Texas State","80","UTSA","69","Bovada","147.5","-3","-1","147.5","-110","-110"
"213116","2026","regular","2025-11-13T01:00:00.000Z","Valparaiso","68","Nicholls","63","ESPN BET","144.5","-2.5","-1.5","146.5","-120",""
"213116","2026","regular","2025-11-13T01:00:00.000Z","Valparaiso","68","Nicholls","63","Bovada","144.5","-2","-2","146","-130","110"
"215339","2026","regular","2025-11-13T01:00:00.000Z","Oral Roberts","87","Tulsa","88","ESPN BET","160.5","6.5","9.5","159.5","425","-650"
"215339","2026","regular","2025-11-13T01:00:00.000Z","Oral Roberts","87","Tulsa","88","Bovada","160","5.5","9","159.5","320","-430"
"215338","2026","regular","2025-11-13T01:00:00.000Z","Vanderbilt","92","Eastern Kentucky","62","ESPN BET","169.5","-28.5","-28.5","170.5","",""
"215338","2026","regular","2025-11-13T01:00:00.000Z","Vanderbilt","92","Eastern Kentucky","62","Bovada","170","-29","-29","171","",""
"209883","2026","regular","2025-11-13T01:00:00.000Z","NC State","110","UNC Greensboro","64","ESPN BET","155.5","-31.5","-28.5","155.5","-100000","4000"
"209888","2026","regular","2025-11-13T01:00:00.000Z","Oklahoma State","94","Prairie View A&M","67","ESPN BET","169.5","-31.5","-32.5","170.5","",""
"209888","2026","regular","2025-11-13T01:00:00.000Z","Oklahoma State","94","Prairie View A&M","67","Bovada","168.5","-30.5","-31.5","170","",""
"209889","2026","regular","2025-11-13T01:00:00.000Z","Texas","93","Fairleigh Dickinson","58","ESPN BET","158.5","-31.5","-31.5","158.5","",""
"209889","2026","regular","2025-11-13T01:00:00.000Z","Texas","93","Fairleigh Dickinson","58","Bovada","159","-31.5","-31","159","",""
"209890","2026","regular","2025-11-13T01:00:00.000Z","South Dakota","89","Southern Indiana","74","ESPN BET","164.5","-7.5","-4.5","164.5","-200","170"
"209890","2026","regular","2025-11-13T01:00:00.000Z","South Dakota","89","Southern Indiana","74","Bovada","164","-7.5","-5","166.5","-230","190"
"213106","2026","regular","2025-11-13T01:30:00.000Z","Bryant","82","Dartmouth","75","ESPN BET","150.5","-1.5","-1.5","149.5","-120",""
"213106","2026","regular","2025-11-13T01:30:00.000Z","Bryant","82","Dartmouth","75","Bovada","151","-1","-2","149","-115","-105"
"213087","2026","regular","2025-11-13T01:30:00.000Z","Texas Southern","90","Samford","93","ESPN BET","153.5","2.5","5.5","151.5","175","-210"
"213087","2026","regular","2025-11-13T01:30:00.000Z","Texas Southern","90","Samford","93","Bovada","153.5","2","3.5","152.5","150","-175"
"215340","2026","regular","2025-11-13T01:30:00.000Z","Bradley","67","UT Martin","78","ESPN BET","144.5","-15.5","-15.5","142.5","-2500","1100"
"213095","2026","regular","2025-11-13T02:00:00.000Z","Colorado State","93","Cal Poly","79","ESPN BET","166.5","-18.5","-19.5","165.5","-6000","1800"
"213117","2026","regular","2025-11-13T02:00:00.000Z","Fresno State","73","UC San Diego","78","Bovada","150","-1.5","-1","150","-110","-110"
"213117","2026","regular","2025-11-13T02:00:00.000Z","Fresno State","73","UC San Diego","78","ESPN BET","148.5","-1.5","-1.5","149.5","-115","-105"
"213089","2026","regular","2025-11-13T02:00:00.000Z","Utah State","83","Weber State","73","ESPN BET","156.5","-21.5","-20.5","153.5","-10000","2500"
"213089","2026","regular","2025-11-13T02:00:00.000Z","Utah State","83","Weber State","73","Bovada","157","-22","-20.5","153.5","",""
"213096","2026","regular","2025-11-13T02:00:00.000Z","San Diego","78","Idaho","74","Bovada","157.5","1.5","-1.5","158.5","-110","-110"
"213096","2026","regular","2025-11-13T02:00:00.000Z","San Diego","78","Idaho","74","ESPN BET","155.5","1.5","-2.5","158.5","-145","125"
"213084","2026","regular","2025-11-13T02:30:00.000Z","Oregon","83","South Dakota State","69","ESPN BET","145.5","-16.5","-17.5","146.5","-5000","1500"
"213084","2026","regular","2025-11-13T02:30:00.000Z","Oregon","83","South Dakota State","69","Bovada","145.5","-16","-16","146.5","-2200","1000"
"215342","2026","regular","2025-11-13T02:30:00.000Z","Utah Tech","75","Manhattan","79","ESPN BET","158.5","-2.5","-3.5","155.5","-165","140"
"215342","2026","regular","2025-11-13T02:30:00.000Z","Utah Tech","75","Manhattan","79","Bovada","158","-2.5","-4.5","155.5","-160","135"
"213094","2026","regular","2025-11-13T02:30:00.000Z","Oregon State","66","North Texas","64","Bovada","134.5","-3.5","-2.5","136","-140","120"
"213094","2026","regular","2025-11-13T02:30:00.000Z","Oregon State","66","North Texas","64","ESPN BET","134.5","-3.5","-2.5","136.5","-155","135"
"213090","2026","regular","2025-11-13T03:00:00.000Z","San Francisco","80","Portland State","70","Bovada","154.5","-13","-11","151.5","-1000","625"
"213090","2026","regular","2025-11-13T03:00:00.000Z","San Francisco","80","Portland State","70","ESPN BET","153.5","-13.5","-11.5","150.5","-800","500"
"213113","2026","regular","2025-11-13T03:00:00.000Z","Pacific","69","Long Beach State","66","ESPN BET","141.5","-12.5","-10.5","145.5","-800","500"
"213113","2026","regular","2025-11-13T03:00:00.000Z","Pacific","69","Long Beach State","66","Bovada","140.5","-12","-10","145.5","-575","400"
"213097","2026","regular","2025-11-13T03:00:00.000Z","Seattle U","94","Eastern Washington","67","ESPN BET","149.5","-8.5","-7.5","149.5","-380","290"
"213097","2026","regular","2025-11-13T03:00:00.000Z","Seattle U","94","Eastern Washington","67","Bovada","148.5","-8","-7.5","149.5","-340","270"
"209891","2026","regular","2025-11-13T03:00:00.000Z","Stanford","77","Montana State","68","ESPN BET","148.5","-14.5","-14.5","150.5","-2500","1100"
"209891","2026","regular","2025-11-13T03:00:00.000Z","Stanford","77","Montana State","68","Bovada","148","-14","-15","151","-1400","750"
"215341","2026","regular","2025-11-13T03:00:00.000Z","Nevada","86","Southern Illinois","81","ESPN BET","151.5","-11.5","-9.5","150.5","-650","425"
"215341","2026","regular","2025-11-13T03:00:00.000Z","Nevada","86","Southern Illinois","81","Bovada","152.5","-11.5","-9.5","148.5","-585","410"
"213092","2026","regular","2025-11-13T04:59:00.000Z","Hawai'i","88","Mississippi Valley State","56","ESPN BET","151.5","-41.5","-41.5","146.5","",""
"213092","2026","regular","2025-11-13T04:59:00.000Z","Hawai'i","88","Mississippi Valley State","56","Bovada","150.5","-41.5","-41.5","147","",""
"215343","2026","regular","2025-11-13T16:00:00.000Z","South Alabama","66","Central Michigan","64","Bovada","139","-5.5","-5.5","144.5","-240","200"
"215343","2026","regular","2025-11-13T16:00:00.000Z","South Alabama","66","Central Michigan","64","ESPN BET","142.5","-5.5","-5.5","143.5","-230","195"
"215344","2026","regular","2025-11-13T23:00:00.000Z","Lafayette","78","Cornell","97","ESPN BET","160.5","4.5","4.5","158.5","175","-210"
"215344","2026","regular","2025-11-13T23:00:00.000Z","Lafayette","78","Cornell","97","Bovada","160","5","5","159","170","-200"
"209892","2026","regular","2025-11-13T23:00:00.000Z","West Virginia","71","Pittsburgh","49","ESPN BET","135.5","-5.5","-6.5","134.5","-260","215"
"209892","2026","regular","2025-11-13T23:00:00.000Z","West Virginia","71","Pittsburgh","49","Bovada","134.5","-6","-5","134.5","-240","200"
"213118","2026","regular","2025-11-13T23:30:00.000Z","Michigan State","79","San José State","60","Bovada","143.5","-24.5","-24.5","142.5","-100000","1900"
"213118","2026","regular","2025-11-13T23:30:00.000Z","Michigan State","79","San José State","60","ESPN BET","142.5","-24.5","-24.5","142.5","-20000","3000"
"215346","2026","regular","2025-11-14T00:00:00.000Z","Howard","72","Alcorn State","64","Bovada","153.5","-6.5","-7.5","155.5","-320","260"
"215346","2026","regular","2025-11-14T00:00:00.000Z","Howard","72","Alcorn State","64","ESPN BET","154.5","-6.5","-6.5","156.5","-320","260"
"209895","2026","regular","2025-11-14T00:00:00.000Z","Alabama","80","Purdue","87","Bovada","172.5","-3","-4","175.5","-195","165"
"209895","2026","regular","2025-11-14T00:00:00.000Z","Alabama","80","Purdue","87","ESPN BET","173.5","-3.5","-3.5","175.5","-190","160"
"209896","2026","regular","2025-11-14T00:00:00.000Z","Columbia","86","UMass Lowell","72","ESPN BET","156.5","-13.5","-11.5","156.5","-1000","600"
"209896","2026","regular","2025-11-14T00:00:00.000Z","Columbia","86","UMass Lowell","72","Bovada","156.5","-13","-12","155.5","-1200","700"
"213121","2026","regular","2025-11-14T00:00:00.000Z","Seton Hall","70","Monmouth","58","Bovada","136.5","-15.5","-13","138.5","-1100","650"
"213121","2026","regular","2025-11-14T00:00:00.000Z","Seton Hall","70","Monmouth","58","ESPN BET","135.5","-15.5","-12.5","138.5","-1200","700"
"213127","2026","regular","2025-11-14T00:00:00.000Z","Massachusetts","94","Le Moyne","80","Bovada","154","-16","-15","157","-1800","850"
"213127","2026","regular","2025-11-14T00:00:00.000Z","Massachusetts","94","Le Moyne","80","ESPN BET","153.5","-16.5","-13.5","160.5","-1200","700"
"209894","2026","regular","2025-11-14T00:30:00.000Z","Wichita State","95","Loyola Chicago","74","Bovada","153","-5","-3","151.5","-225","185"
"209894","2026","regular","2025-11-14T00:30:00.000Z","Wichita State","95","Loyola Chicago","74","ESPN BET","153.5","-5.5","-4.5","151.5","-210","175"
"213128","2026","regular","2025-11-14T00:30:00.000Z","Grambling","75","Southern Miss","70","ESPN BET","148.5","-2.5","1.5","152.5","","-120"
"213128","2026","regular","2025-11-14T00:30:00.000Z","Grambling","75","Southern Miss","70","Bovada","148.5","-2","1","152.5","-115","-105"
"215349","2026","regular","2025-11-14T01:00:00.000Z","LSU","98","Florida International","81","Bovada","159","-21","-21.5","160","-4000","1200"
"215349","2026","regular","2025-11-14T01:00:00.000Z","LSU","98","Florida International","81","ESPN BET","158.5","-21.5","-21.5","159.5","-10000","2500"
"215351","2026","regular","2025-11-14T01:00:00.000Z","Houston Christian","72","UL Monroe","61","ESPN BET","143.5","-8.5","-8.5","146.5","-500","360"
"215350","2026","regular","2025-11-14T01:00:00.000Z","St. Thomas-Minnesota","80","Green Bay","61","ESPN BET","150.5","-13.5","-13.5","154.5","-1200","700"
"213129","2026","regular","2025-11-14T01:00:00.000Z","Alabama A&M","68","Charleston Southern","64","Bovada","152.5","-1.5","-1","155.5","-135","115"
"213129","2026","regular","2025-11-14T01:00:00.000Z","Alabama A&M","68","Charleston Southern","64","ESPN BET","153.5","-1.5","-1.5","154.5","-125","105"
"209893","2026","regular","2025-11-14T02:00:00.000Z","Kansas State","99","California","96","Bovada","164.5","-7","-6","162","-275","225"
"209893","2026","regular","2025-11-14T02:00:00.000Z","Kansas State","99","California","96","ESPN BET","164.5","-6.5","-6.5","162.5","-290","240"
"213145","2026","regular","2025-11-14T16:00:00.000Z","Coppin State","59","Central Michigan","82","ESPN BET","143.5","9.5","-10.5","142.5","-700","450"
"213145","2026","regular","2025-11-14T16:00:00.000Z","Coppin State","59","Central Michigan","82","Bovada","143","-10","-10","145","-460","340"
"213148","2026","regular","2025-11-14T23:30:00.000Z","Charleston Southern","77","Lindenwood","83","ESPN BET","155.5","2.5","-3.5","158.5","-175","150"
"213148","2026","regular","2025-11-14T23:30:00.000Z","Charleston Southern","77","Lindenwood","83","Bovada","156","2.5","3.5","157.5","140","-165"
"213132","2026","regular","2025-11-14T23:30:00.000Z","Rutgers","84","Lehigh","72","ESPN BET","136.5","-17.5","-17.5","","-5000","1500"
"213132","2026","regular","2025-11-14T23:30:00.000Z","Rutgers","84","Lehigh","72","Bovada","137","-17.5","-17","138.5","-2800","1100"
"213156","2026","regular","2025-11-14T23:30:00.000Z","Eastern Michigan","83","IU Indianapolis","90","ESPN BET","186.5","-4.5","-7.5","186.5","-380","290"
"213156","2026","regular","2025-11-14T23:30:00.000Z","Eastern Michigan","83","IU Indianapolis","90","Bovada","185.5","-5","-6","186","-260","215"
"215355","2026","regular","2025-11-15T00:00:00.000Z","Jacksonville State","74","Coastal Carolina","67","Bovada","139.5","-8","-7","139.5","-320","260"
"215355","2026","regular","2025-11-15T00:00:00.000Z","Jacksonville State","74","Coastal Carolina","67","ESPN BET","139.5","-7.5","-6.5","139.5","-290","240"
"213147","2026","regular","2025-11-15T00:00:00.000Z","Fairfield","73","Stonehill","71","Bovada","144.5","-7","-7","145","-320","260"
"213147","2026","regular","2025-11-15T00:00:00.000Z","Fairfield","73","Stonehill","71","ESPN BET","144.5","-6.5","-7.5","","-280","230"
"213146","2026","regular","2025-11-15T00:00:00.000Z","Kentucky","99","Eastern Illinois","53","Bovada","148","-36.5","-38.5","149.5","",""
"213146","2026","regular","2025-11-15T00:00:00.000Z","Kentucky","99","Eastern Illinois","53","ESPN BET","147.5","-35.5","-39.5","147.5","",""
"213139","2026","regular","2025-11-15T00:00:00.000Z","West Georgia","100","The Citadel","92","ESPN BET","150.5","-6.5","-4.5","","-210","175"
"213139","2026","regular","2025-11-15T00:00:00.000Z","West Georgia","100","The Citadel","92","Bovada","150","-7","-6.5","150.5","-285","235"
"213131","2026","regular","2025-11-15T00:00:00.000Z","Charleston","88","South Carolina State","61","ESPN BET","156.5","-18.5","-14.5","158.5","-1600","800"
"213130","2026","regular","2025-11-15T00:00:00.000Z","Towson","51","Norfolk State","41","Bovada","138","-13","-9.5","136.5","-750","500"
"213130","2026","regular","2025-11-15T00:00:00.000Z","Towson","51","Norfolk State","41","ESPN BET","138.5","-13.5","-10.5","","-700","450"
"209903","2026","regular","2025-11-15T00:00:00.000Z","Bucknell","77","Hofstra","83","ESPN BET","139.5","4.5","1.5","139.5","105","-125"
"209903","2026","regular","2025-11-15T00:00:00.000Z","Bucknell","77","Hofstra","83","Bovada","140","4","2.5","139.5","140","-165"
"209899","2026","regular","2025-11-15T00:00:00.000Z","Rhode Island","80","UAlbany","61","ESPN BET","150.5","-15.5","-13.5","","-1600","800"
"209898","2026","regular","2025-11-15T00:00:00.000Z","Duke","100","Indiana State","62","ESPN BET","163.5","-37.5","-37.5","160.5","",""
"209898","2026","regular","2025-11-15T00:00:00.000Z","Duke","100","Indiana State","62","Bovada","163","-38.5","-37","161.5","",""
"213150","2026","regular","2025-11-15T00:00:00.000Z","Northern Iowa","70","Furman","54","ESPN BET","141.5","-9.5","-10.5","142.5","-700","450"
"213150","2026","regular","2025-11-15T00:00:00.000Z","Northern Iowa","70","Furman","54","Bovada","141.5","-9.5","-11","141","-600","425"
"213158","2026","regular","2025-11-15T00:00:00.000Z","Iona","76","Fordham","71","ESPN BET","157.5","-5.5","-5.5","158.5","-225","190"
"213158","2026","regular","2025-11-15T00:00:00.000Z","Iona","76","Fordham","71","Bovada","157","-5.5","-5.5","159","-210","175"
"215354","2026","regular","2025-11-15T00:00:00.000Z","McNeese","88","Louisiana","62","ESPN BET","134.5","-15.5","-10.5","134.5","-550","380"
"213144","2026","regular","2025-11-15T00:30:00.000Z","Ole Miss","82","Cal State Bakersfield","60","ESPN BET","140.5","-23.5","-25.5","146.5","-20000","3000"
"209901","2026","regular","2025-11-15T00:30:00.000Z","USC","87","Illinois State","67","ESPN BET","155.5","-15.5","-17.5","155.5","-5000","1500"
"209901","2026","regular","2025-11-15T00:30:00.000Z","USC","87","Illinois State","67","Bovada","154.5","-15.5","-16","157.5","-2000","950"
