season,team,home_hca
2023,UMBC,5.555147058823529
2023,VMI,6.09375
2023,Virginia Tech,4.65
2023,Weber St.,5.7696969696969695
2023,Western Michigan,7.161290322580645
2023,Tarleton St.,11.8359133126935
2023,Southern Utah,9.491891891891893
2023,Morehead St.,11.0
2023,Morgan St.,18.333333333333332
2023,Alabama A&M,4.7736185383244205
2023,Brown,2.2777777777777777
2023,Chattanooga,5.294117647058824
2023,Cornell,8.182336182336183
2023,Delaware St.,7.527777777777777
2023,Eastern Illinois,5.133064516129032
2023,Columbia,6.098850574712644
2023,Idaho,6.53125
2023,Merrimack,6.6893939393939394
2023,Louisiana Monroe,9.8125
2023,Little Rock,9.307692307692307
2023,Lindenwood,11.730414746543778
2023,Kent St.,6.941176470588237
2023,Idaho St.,6.04375
2023,Saint Joseph's,2.0303030303030303
2023,Oregon,3.0211180124223604
2023,Northern Colorado,6.972916666666666
2023,Navy,1.9827956989247317
2023,Oral Roberts,7.890225563909773
2023,St. Thomas,12.43030303030303
2023,Stony Brook,4.189247311827956
2023,Texas A&M Corpus Chris,7.785714285714285
2023,UNC Wilmington,7.474383301707781
2023,Dayton,5.852049910873441
2023,Dartmouth,8.285714285714286
2023,Coppin St.,5.006451612903226
2023,Connecticut,3.372235872235871
2023,Central Arkansas,8.080645161290322
2023,Drexel,7.780645161290322
2023,Baylor,5.96969696969697
2023,Air Force,4.3355263157894735
2023,Cal St. Fullerton,7.5519480519480515
2023,Maine,12.733333333333334
2023,Jacksonville,7.583554376657825
2023,Mercer,6.5227272727272725
2023,Hofstra,9.941176470588236
2023,Hawaii,1.5103668261563001
2023,George Mason,4.445454545454545
2023,Southeast Missouri St.,7.272222222222223
2023,Siena,2.389705882352941
2023,Saint Francis,0.0
2023,Rider,1.8000000000000003
2023,Utah Tech,8.793939393939393
2023,Tulsa,6.074509803921568
2023,UNC Asheville,7.685714285714286
2023,UT Arlington,4.820723684210526
2023,UT Rio Grande Valley,9.456989247311828
2023,UTEP,6.166666666666667
2023,Western Kentucky,5.853535353535353
2023,Tennessee Martin,9.937611408199643
2023,Purdue Fort Wayne,0.0
2023,Ohio,8.835227272727273
2023,Georgia Southern,6.865530303030303
2023,Hampton,5.335897435897436
2023,La Salle,2.042483660130719
2023,New Orleans,7.433333333333334
2023,Murray St.,8.327083333333334
2023,Maryland Eastern Shore,12.801843317972349
2023,Lipscomb,7.93939393939394
2023,Penn,5.966666666666667
2023,Sacred Heart,3.7979166666666666
2023,Texas Southern,5.919327731092437
2023,Valparaiso,6.420955882352941
2023,Western Carolina,7.712418300653596
2023,North Dakota St.,6.96969696969697
2023,Southern Indiana,8.09375
2023,Nebraska Omaha,8.072115384615385
2023,Central Michigan,5.591397849462365
2023,Colgate,3.9785714285714278
2023,Florida Gulf Coast,5.473214285714286
2023,Central Connecticut,5.810256410256411
2023,Lehigh,7.326436781609195
2023,Long Beach St.,4.175757575757576
2023,Longwood,6.375
2023,Loyola MD,7.240530303030303
2023,Harvard,0.7692307692307692
2023,Radford,4.0
2023,Mississippi Valley St.,9.27859237536657
2023,Marshall,3.6423611111111107
2023,"Villanova -33.4, 87-53",0.0
2023,Wagner,6.842592592592593
2023,LIU Brooklyn,10.667832167832168
2023,Albany,6.480938416422287
2023,Austin Peay,9.541666666666668
2023,Bellarmine,9.664502164502165
2023,Bethune Cookman,11.92548076923077
2023,Chicago St.,26.20967741935484
2023,Houston Christian,11.466666666666667
2023,Quinnipiac,1.75
2023,"Miami FL -31.6, 83-51",0.0
2023,Northern Arizona,7.304761904761905
2023,North Dakota,6.382575757575758
2023,Mount St. Mary's,2.2666666666666666
2023,Portland St.,6.383064516129032
2023,North Carolina Central,11.55
2023,Northeastern,6.023809523809524
2023,American,2.26036866359447
2023,Evansville,5.163461538461538
2023,Detroit,11.442105263157895
2023,Montana,4.668817204301075
2023,Monmouth,1.166666666666666
2023,Stetson,8.166666666666668
2023,Sacramento St.,4.433035714285714
2023,Pacific,1.5454545454545456
2023,Niagara,5.974654377880184
2023,Montana St.,8.559663865546218
2023,Manhattan,1.2000000000000002
2023,South Dakota St.,5.64375
2023,UC Riverside,7.001960784313726
2023,North Florida,13.283410138248849
2023,NJIT,7.569230769230769
2023,Hawaii Pacific,0.0
2023,Lafayette,1.832579185520362
2023,IU Indy,0.0
2023,Texas A&M Commerce,4.761904761904762
2023,College of Charleston,8.666666666666668
2023,Memphis,2.5052631578947366
2023,Florida A&M,6.094545454545456
2023,Nicholls St.,14.493087557603685
2023,North Carolina St.,12.0
2023,IUPUI,3.416666666666666
2023,Southern,11.232142857142858
2023,"Texas -35.2, 90-55",0.0
2023,Tennessee Southern,-26.333333333333332
2023,Green Bay,3.8629629629629623
2023,Fairfield,3.531182795698925
2023,East Texas A&M,0.0
2023,Westminster (UT),4.0
2023,Charleston The Citadel,0.0
2023,Eastern Washington,8.457013574660632
2023,LafayetteNew Orleans,0.0
2023,Gardner Webb,7.992555831265508
2023,Charleston Presbyterian,0.0
2023,"Connecticut -35.0, 91-56",0.0
2023,South Carolina St.,13.883870967741936
2023,LafayetteMcNeese St.,0.0
2023,Charleston Coastal Carolina,0.0
2023,"Kentucky -31.8, 80-49",0.0
2023,"Houston -32.9, 79-46",0.0
2023,"Purdue -33.3, 80-47",0.0
2023,Alabama St.,10.12258064516129
2023,LafayetteCoastal Carolina,0.0
2023,Charleston Towson,0.0
2023,Alcorn St.,8.9375
2023,Charleston North Carolina A&T,0.0
2023,Jackson St.,5.96969696969697
2023,Charleston UNC Wilmington,0.0
2023,Charleston Monmouth,0.0
2023,LafayetteArkansas St.,0.0
2023,Charleston Northeastern,0.0
2023,Charleston Drexel,0.0
2023,Charleston Delaware,0.0
2023,Fort Wayne,-2.333333333333333
2023,Charleston Hampton,0.0
2023,LafayetteTroy,0.0
2023,Charleston Elon,0.0
2023,Charleston Stony Brook,0.0
2024,Seton Hall,7.569917743830787
2024,Sacred Heart,6.685661764705882
2024,Saint Joseph's,5.685294117647058
2024,Saint Louis,2.6631944444444446
2024,Saint Mary's,3.110644257703081
2024,San Diego,5.025974025974026
2024,San Diego St.,3.9886201991465144
2024,San Francisco,4.841736694677872
2024,Siena,2.6470588235294112
2024,Southeastern Louisiana,6.366071428571429
2024,South Carolina,3.1818181818181817
2024,South Carolina St.,8.388392857142858
2024,South Dakota,9.070967741935483
2024,South Dakota St.,2.977443609022557
2024,SMU,6.0
2024,Southern Illinois,4.133928571428571
2024,Southern Miss,4.298387096774194
2024,St. Bonaventure,0.9090909090909092
2024,Stanford,5.125
2024,South Alabama,5.981024667931688
2024,Rutgers,5.05625
2024,Purdue,3.4266666666666676
2024,Richmond,4.313131313131313
2024,Northwestern St.,6.951612903225806
2024,Notre Dame,3.767361111111111
2024,Ohio St.,3.4178743961352653
2024,Oklahoma,5.588068181818182
2024,Oklahoma St.,5.350328947368421
2024,Old Dominion,3.131182795698925
2024,Oregon,3.2182539682539684
2024,Oregon St.,6.0125
2024,Pacific,7.705882352941177
2024,Penn,6.460446247464503
2024,Penn St.,5.683982683982684
2024,Pepperdine,7.012121212121212
2024,Pittsburgh,2.446428571428571
2024,Portland,5.9393939393939394
2024,Prairie View A&M,9.011730205278592
2024,Providence,2.7047619047619045
2024,Stephen F. Austin,8.722222222222221
2024,Quinnipiac,4.16013071895425
2024,Rhode Island,4.471986417657046
2024,Rider,8.584134615384615
2024,Stetson,8.858646616541353
2024,Washington,3.3812499999999996
2024,TCU,4.387700534759358
2024,Utah St.,3.4248447204968944
2024,VCU,2.018218623481781
2024,Valparaiso,3.4356617647058822
2024,Vermont,2.8617647058823525
2024,Villanova,3.0779220779220777
2024,Virginia,6.8939393939393945
2024,Virginia Tech,6.575757575757576
2024,Wake Forest,4.313725490196078
2024,Northwestern,4.640056022408964
2024,Washington St.,3.0114285714285716
2024,West Virginia,4.511730205278592
2024,Western Kentucky,2.682072829131653
2024,Western Michigan,6.507352941176471
2024,Wichita St.,2.4820971867007673
2024,William & Mary,5.599620493358634
2024,Wisconsin,4.999999999999999
2024,Wofford,3.959558823529412
2024,Xavier,4.2032085561497325
2024,Yale,3.424242424242424
2024,Utah,6.885405405405406
2024,UTSA,4.4338235294117645
2024,UTEP,5.593582887700535
2024,UT Rio Grande Valley,7.231854838709678
2024,Temple,1.073232323232323
2024,Tennessee,3.0694444444444446
2024,Tennessee Martin,3.955645161290323
2024,Tennessee St.,8.508021390374331
2024,Texas,4.583333333333334
2024,Texas A&M,2.0972222222222223
2024,Toledo,0.45833333333333304
2024,Troy,7.815972222222221
2024,Tulane,4.046774193548387
2024,Syracuse,6.319354838709677
2024,Tulsa,7.270967741935484
2024,UC Davis,2.239234449760766
2024,UC San Diego,3.505050505050506
2024,UCF,4.764163372859025
2024,UCLA,3.0757575757575757
2024,UMKC,8.28125
2024,UMass Lowell,5.558333333333334
2024,UNC Wilmington,3.0999999999999996
2024,USC,4.23444976076555
2024,UT Arlington,5.990712074303406
2024,UAB,0.7363636363636363
2024,Northern Colorado,2.711397058823529
2024,Utah Valley,4.051470588235294
2024,North Florida,8.40625
2024,Clemson,2.1833333333333327
2024,Coastal Carolina,3.542145593869732
2024,Colgate,6.97983193277311
2024,Colorado,8.016516516516516
2024,Colorado St.,5.694444444444444
2024,Connecticut,6.660256410256409
2024,Davidson,4.286764705882353
2024,Dayton,4.978609625668448
2024,Duke,3.904970760233917
2024,Duquesne,3.9652509652509647
2024,East Carolina,4.06969696969697
2024,East Tennessee St.,6.732773109243697
2024,Evansville,9.247619047619049
2024,Florida,5.18888888888889
2024,Fordham,1.3078149920255184
2024,Fresno St.,3.3600713012477716
2024,Furman,7.854545454545455
2024,Gardner Webb,3.0738636363636362
2024,George Mason,5.319444444444445
2024,Cincinnati,5.296068796068796
2024,Chattanooga,5.988636363636363
2024,Charlotte,7.6043010752688165
2024,Charleston Southern,7.817733990147784
2024,Northeastern,5.441687344913151
2024,Air Force,-1.431451612903226
2024,Alabama,11.733108108108109
2024,Arizona,11.09313725490196
2024,Arkansas,4.808080808080808
2024,Army,0.03125
2024,BYU,8.108359133126934
2024,Belmont,7.466666666666667
2024,Boston College,1.9625
2024,George Washington,5.46875
2024,Bowling Green,5.235294117647058
2024,Bucknell,0.22510822510822526
2024,Buffalo,0.5763440860215052
2024,Butler,4.553429027113237
2024,Cal Baptist,3.853535353535353
2024,Cal Poly,3.5803571428571432
2024,Cal St. Bakersfield,9.897321428571429
2024,California,5.2389705882352935
2024,Campbell,7.945833333333334
2024,Charleston,0.0
2024,Bryant,9.738095238095237
2024,Georgia Tech,3.161290322580645
2024,Austin Peay,6.931092436974789
2024,Grand Canyon,3.9142857142857146
2024,Memphis,4.1875
2024,North Carolina,2.9214929214929217
2024,Mercer,4.696969696969697
2024,Miami FL,4.84375
2024,Middle Tennessee,8.342902711323765
2024,Milwaukee,6.172794117647059
2024,Minnesota,7.3109243697479
2024,Mississippi,4.284539473684211
2024,Missouri,1.9259868421052633
2024,Montana St.,4.803007518796993
2024,Murray St.,-0.6215277777777778
2024,N.C. State,0.0
2024,Nebraska,6.319327731092437
2024,Nebraska Omaha,7.753787878787879
2024,New Mexico,3.7944444444444443
2024,New Orleans,9.40625
2024,Norfolk St.,10.558823529411764
2024,North Alabama,7.9107142857142865
2024,Grambling St.,8.744444444444444
2024,Marshall,5.144385026737968
2024,Marquette,6.4409672830725455
2024,Michigan St.,5.6000000000000005
2024,Louisiana Lafayette,6.8109243697479
2024,Harvard,4.584656084656085
2024,High Point,5.005555555555555
2024,Hofstra,6.53125
2024,Houston,9.529160739687057
2024,Howard,5.0303571428571425
2024,Louisville,3.2555555555555555
2024,Idaho St.,8.588235294117647
2024,Illinois,3.0213032581453625
2024,Illinois St.,2.3784722222222223
2024,Indiana St.,5.7333333333333325
2024,IU Indy,0.0
2024,Jacksonville,13.612121212121211
2024,Kansas,5.849845201238391
2024,Kent St.,5.154798761609907
2024,Kentucky,3.8245614035087705
2024,LSU,4.974481658692184
2024,Lamar,8.84090909090909
2024,Lehigh,3.7740384615384617
2024,Liberty,7.529605263157896
2024,Little Rock,3.276470588235294
2024,Iowa St.,8.597168597168595
2024,Michigan,5.0625
2024,Montana,7.444444444444445
2024,North Texas,2.0619195046439627
2024,Rice,1.9340277777777777
2024,San Jose St.,5.2055921052631575
2024,Weber St.,8.329044117647058
2024,Texas A&M Corpus Chris,7.3484848484848495
2024,UC Riverside,5.516339869281046
2024,Vanderbilt,3.28225806451613
2024,Western Carolina,4.84375
2024,Massachusetts,3.2314990512333965
2024,Wyoming,4.903225806451613
2024,St. John's,2.2813852813852806
2024,Maryland,5.459595959595959
2024,Nevada,2.439775910364146
2024,La Salle,5.505050505050504
2024,Loyola Marymount,6.0910815939278935
2024,Appalachian St.,7.514705882352942
2024,Ball St.,6.495833333333334
2024,Baylor,7.176470588235294
2024,Creighton,4.846031746031747
2024,DePaul,1.8090277777777786
2024,Boise St.,8.494318181818182
2024,Georgetown,3.0838815789473686
2024,Indiana,2.1
2024,Iowa,8.264705882352942
2024,Jacksonville St.,3.9080882352941178
2024,Kennesaw St.,7.802150537634409
2024,Eastern Kentucky,9.003795066413662
2024,Ohio,2.4666666666666677
2024,Winthrop,6.3014705882352935
2024,Seattle,4.416666666666666
2024,Texas Tech,4.005347593582887
2024,UNLV,1.2032085561497325
2024,Santa Clara,1.3809523809523805
2024,North Dakota St.,10.169642857142858
2024,New Hampshire,6.824884792626728
2024,New Mexico St.,12.375
2024,Cleveland St.,7.077310924369748
2024,Cornell,7.35
2024,Delaware,1.7402597402597402
2024,Drake,6.825563909774436
2024,Alcorn St.,9.258522727272727
2024,Fairleigh Dickinson,6.285714285714286
2024,Loyola Chicago,4.174242424242424
2024,Maine,7.34375
2024,Mississippi St.,1.760902255639098
2024,Eastern Illinois,9.25
2024,Morehead St.,9.1984126984127
2024,Southern Utah,3.509216589861751
2024,South Florida,3.956060606060606
2024,SIU Edwardsville,10.076648841354723
2024,Robert Morris,4.645977011494253
2024,Stonehill,8.612068965517242
2024,Sam Houston St.,7.5625
2024,VMI,8.3125
2024,UC Santa Barbara,2.2724014336917557
2024,Wagner,5.893939393939394
2024,Purdue Fort Wayne,0.0
2024,Chicago St.,12.153409090909092
2024,North Carolina Central,13.053763440860216
2024,Presbyterian,3.9141414141414135
2024,Arkansas Pine Bluff,10.78110599078341
2024,Coppin St.,8.96551724137931
2024,Denver,8.4004329004329
2024,Elon,6.273118279569893
2024,FIU,7.096590909090909
2024,Green Bay,6.339784946236559
2024,Idaho,5.0625
2024,Hampton,8.795833333333334
2024,Morgan St.,11.33978494623656
2024,Merrimack,4.554924242424242
2024,Radford,7.015151515151516
2024,Oral Roberts,7.16989247311828
2024,Navy,7.025806451612903
2024,St. Thomas,5.41919191919192
2024,"Villanova -35.4, 95-59",0.0
2024,UNC Greensboro,5.815972222222221
2024,The Citadel,5.158333333333333
2024,Stony Brook,8.8989898989899
2024,Dartmouth,7.381766381766382
2024,Central Arkansas,6.764583333333333
2024,Bethune Cookman,10.153679653679653
2024,Auburn,4.262499999999999
2024,Akron,9.542857142857143
2024,Florida Gulf Coast,3.1473214285714284
2024,Florida St.,4.0353535353535355
2024,McNeese St.,4.843653250773993
2024,LIU Brooklyn,9.528571428571428
2024,Iona,3.15625
2024,Illinois Chicago,4.4602272727272725
2024,Gonzaga,5.198039215686276
2024,Kansas St.,4.189542483660131
2024,Georgia,2.577027027027027
2024,Northern Illinois,4.326881720430108
2024,Niagara,-1.2416666666666667
2024,Tarleton St.,6.806015037593985
2024,UC Irvine,6.235294117647058
2024,UMBC,1.5958333333333332
2024,UNC Asheville,4.805882352941176
2024,NJIT,8.03021978021978
2024,Mount St. Mary's,4.808035714285714
2024,Central Michigan,8.808035714285715
2024,Miami OH,6.4375
2024,Arizona St.,7.556985294117647
2024,Bradley,5.861904761904762
2024,Cal St. Fullerton,7.321428571428571
2024,Columbia,7.481481481481482
2024,Brown,3.650537634408602
2024,Eastern Michigan,4.833333333333334
2024,Maryland Eastern Shore,12.659340659340659
2024,Longwood,3.860504201680672
2024,Lipscomb,5.1708333333333325
2024,Portland St.,9.10625
2024,Southern Indiana,7.596774193548387
2024,Western Illinois,7.068181818181818
2024,Towson,1.010416666666667
2024,USC Upstate,6.076190476190477
2024,North Dakota,4.507352941176471
2024,James Madison,5.1388888888888875
2024,Binghamton,10.204761904761904
2024,East Texas A&M,0.0
2024,Missouri St.,4.383244206773618
2024,Youngstown St.,5.8952205882352935
2024,American,2.5833333333333335
2024,Central Connecticut,5.3892473118279565
2024,Fairfield,5.85945945945946
2024,Louisiana Tech,6.09375
2024,Lindenwood,6.076190476190476
2024,Le Moyne,13.72952853598015
2024,Queens,12.115151515151515
2024,Oakland,1.9067669172932336
2024,Northern Kentucky,7.65625
2024,Northern Iowa,0.7308377896613192
2024,Sacramento St.,6.241486068111454
2024,Wright St.,2.838709677419355
2024,Tennessee Tech,7.784946236559139
2024,Samford,5.292207792207792
2024,"Connecticut -34.1, 91-57",0.0
2024,Arkansas St.,7.746031746031747
2024,Alabama St.,8.966346153846153
2024,Abilene Christian,5.991341991341992
2024,Drexel,9.495391705069125
2024,Florida Atlantic,5.290441176470589
2024,Incarnate Word,5.366666666666666
2024,Holy Cross,4.7640692640692635
2024,Hawaii,2.591176470588236
2024,Loyola MD,0.9519230769230766
2024,Nicholls St.,5.68997668997669
2024,Southeast Missouri St.,7.929166666666666
2024,Houston Christian,10.064814814814815
2024,Delaware St.,9.104072398190045
2024,Boston University,2.465909090909091
2024,Charleston Vermont,0.0
2024,Louisiana Monroe,7.833333333333333
2024,Manhattan,3.4523809523809517
2024,Texas St.,6.988970588235294
2024,Georgia St.,7.221505376344086
2024,Northern Arizona,7.642857142857143
2024,Charleston Wyoming,0.0
2024,IUPUI,4.816666666666668
2024,Cal St. Northridge,2.3382352941176467
2024,Utah Tech,5.647465437788018
2024,Monmouth,6.59392789373814
2024,Charleston Coastal Carolina,0.0
2024,Lafayette,-0.3125
2024,Saint Peter's,3.6193181818181817
2024,Saint Francis,0.0
2024,Bellarmine,8.540942928039701
2024,Canisius,6.180288461538462
2024,Florida A&M,10.03448275862069
2024,Long Beach St.,1.0208333333333333
2024,Albany,6.663461538461538
2024,Detroit Mercy,0.0
2024,Eastern Washington,13.40625
2024,North Carolina A&T,3.993087557603687
2024,Princeton,2.7660098522167473
2024,St. Francis PA,5.031111111111111
2024,Marist,3.1198156682027647
2024,Detroit,-1.6449999999999996
2024,Alabama A&M,8.911904761904761
2024,Georgia Southern,8.37062937062937
2024,Southern,14.345833333333335
2024,"Gonzaga -34.4, 89-54",0.0
2024,Texas Southern,6.845833333333333
2024,"Baylor -33.1, 87-54",0.0
2024,Texas A&M Commerce,4.716666666666667
2024,Charleston Stony Brook,0.0
2024,Mississippi Valley St.,10.630952380952381
2024,Jackson St.,6.565972222222222
2024,North Carolina St.,3.487012987012987
2024,LafayetteTexas St.,0.0
2024,LafayetteSouth Alabama,0.0
2024,Charleston Hampton,0.0
2024,Charleston Campbell,0.0
2024,Charleston William & Mary,0.0
2024,Fort Wayne,-2.5
2024,Charleston Northeastern,0.0
2024,LafayetteOld Dominion,0.0
2024,LafayetteSouthern Miss,0.0
2024,LafayetteArkansas St.,0.0
2024,Charleston Monmouth,0.0
2024,Charleston Towson,0.0
2024,College of Charleston,-13.666666666666666
2025,Queens,5.872294372294373
2025,Santa Clara,1.8256578947368425
2025,San Jose St.,5.2817337461300315
2025,Samford,5.726102941176471
2025,Rhode Island,5.169779286926994
2025,Saint Joseph's,2.957575757575757
2025,SMU,0.290909090909091
2025,SIU Edwardsville,8.077651515151516
2025,Seton Hall,4.069444444444445
2025,Saint Mary's,-1.712121212121211
2025,Siena,3.5416666666666665
2025,South Dakota St.,6.5875
2025,South Carolina,7.287828947368421
2025,South Carolina St.,11.59375
2025,South Dakota,7.8484848484848495
2025,Southeastern Louisiana,4.591666666666667
2025,St. John's,0.6818181818181817
2025,Southern Illinois,2.225108225108225
2025,Southern Miss,5.065390749601276
2025,Southern Utah,8.497983870967742
2025,St. Bonaventure,3.909090909090909
2025,South Alabama,3.458333333333334
2025,Purdue Fort Wayne,9.30625
2025,North Dakota St.,3.7354166666666675
2025,Providence,3.70625
2025,St. Thomas,7.732026143790851
2025,Niagara,5.634408602150538
2025,Norfolk St.,9.234848484848484
2025,North Carolina,2.4214285714285717
2025,North Carolina A&T,4.529166666666667
2025,Northern Arizona,6.585858585858585
2025,Northern Colorado,4.852941176470589
2025,Northern Iowa,6.014802631578947
2025,Northwestern,3.8272727272727267
2025,Northwestern St.,6.2125
2025,Oakland,5.2
2025,Oklahoma,6.454545454545455
2025,Oklahoma St.,4.10625
2025,Old Dominion,3.219047619047619
2025,Oregon,3.2535885167464125
2025,Oregon St.,6.230654761904763
2025,Pacific,3.149621212121212
2025,Penn St.,6.550084889643463
2025,Pittsburgh,9.547697368421053
2025,Prairie View A&M,9.150568181818182
2025,Princeton,6.033333333333333
2025,Purdue,4.262121212121213
2025,Stanford,6.712121212121213
2025,New Mexico St.,4.575367647058824
2025,Stetson,3.4592030360531307
2025,Utah,7.588068181818182
2025,Utah Valley,10.712499999999999
2025,VCU,3.5823863636363633
2025,VMI,9.4640522875817
2025,Valparaiso,5.568627450980392
2025,Vanderbilt,5.701704545454545
2025,Villanova,5.930735930735931
2025,Virginia Tech,0.36363636363636376
2025,Wake Forest,3.34375
2025,Washington St.,3.5909090909090913
2025,Weber St.,7.631578947368421
2025,West Virginia,5.561011904761905
2025,Western Carolina,7.7666666666666675
2025,Western Kentucky,5.748355263157895
2025,William & Mary,8.452205882352942
2025,Winthrop,6.008403361344537
2025,Wisconsin,3.969696969696969
2025,Wofford,5.055555555555555
2025,Wyoming,5.578947368421053
2025,Xavier,4.393750000000001
2025,Yale,6.790476190476191
2025,UTSA,6.004032258064516
2025,UTEP,3.891774891774891
2025,UT Arlington,3.874762808349146
2025,USC,3.606060606060606
2025,Stonehill,8.875
2025,Syracuse,2.3909090909090907
2025,TCU,7.45625
2025,Temple,5.079861111111111
2025,Tennessee,6.121710526315791
2025,Tennessee St.,5.602870813397129
2025,Texas,3.7619047619047628
2025,Texas St.,5.149305555555555
2025,Troy,5.267676767676766
2025,Tulane,5.0375
2025,Stephen F. Austin,3.772177419354839
2025,Tulsa,4.696969696969697
2025,UC Irvine,1.9185606060606055
2025,UC Santa Barbara,4.4
2025,UCF,3.484848484848485
2025,UCLA,6.77827380952381
2025,UMBC,6.020220588235294
2025,UMKC,10.172248803827753
2025,UMass Lowell,11.180555555555557
2025,UNC Greensboro,6.75
2025,UNC Wilmington,3.291316526610645
2025,UNLV,3.4787878787878785
2025,UAB,3.9772727272727266
2025,New Mexico,3.0940988835725687
2025,Davidson,3.9343434343434343
2025,Nebraska Omaha,3.7705882352941176
2025,Nevada,4.44976076555024
2025,Dayton,3.375
2025,DePaul,7.2742424242424235
2025,Delaware,4.701388888888889
2025,Detroit Mercy,8.8125
2025,Drake,2.7777777777777786
2025,Drexel,2.9151515151515155
2025,Duke,5.29055258467023
2025,Duquesne,4.09375
2025,East Tennessee St.,6.78125
2025,Eastern Kentucky,5.549107142857142
2025,Florida,5.6925996204933575
2025,Florida St.,3.6875
2025,Furman,6.352941176470589
2025,George Mason,7.451388888888889
2025,George Washington,4.076555023923445
2025,Georgia,9.75
2025,Georgia Southern,4.982683982683983
2025,Georgia St.,7.975044563279857
2025,Gonzaga,5.647058823529413
2025,Grambling St.,7.382352941176471
2025,Dartmouth,12.97150997150997
2025,Grand Canyon,3.375
2025,Cornell,4.830687830687831
2025,Colorado,7.7254901960784315
2025,Abilene Christian,8.25625
2025,Air Force,2.53125
2025,Alabama,4.645833333333334
2025,Appalachian St.,5.9562211981566815
2025,Arizona,7.774621212121213
2025,Arkansas St.,6.70392156862745
2025,Army,7.590725806451613
2025,Austin Peay,10.64102564102564
2025,Belmont,0.9280303030303032
2025,Boston College,3.553763440860215
2025,Boston University,7.96875
2025,Bradley,6.345588235294118
2025,Bryant,9.958823529411763
2025,Butler,4.499108734402852
2025,Cal Baptist,3.46875
2025,California,6.976827094474153
2025,Campbell,7.8794642857142865
2025,Charlotte,3.2941176470588234
2025,Cincinnati,6.593582887700535
2025,Clemson,3.9215686274509807
2025,Coastal Carolina,5.558035714285714
2025,Colorado St.,7.4375
2025,Hampton,8.640151515151516
2025,East Carolina,2.883838383838384
2025,Hofstra,5.008658008658008
2025,Loyola MD,2.864055299539171
2025,Loyola Marymount,4.923611111111111
2025,Marquette,6.555555555555555
2025,Marshall,5.917065390749602
2025,Maryland,6.693750000000001
2025,Massachusetts,1.0125
2025,Memphis,0.5330882352941178
2025,Miami FL,4.867383512544803
2025,Michigan,3.4558823529411757
2025,Michigan St.,2.3404605263157894
2025,Middle Tennessee,3.1262626262626263
2025,Harvard,4.342592592592593
2025,Mississippi,3.8954545454545455
2025,Mississippi St.,5.078149920255183
2025,Montana,9.235294117647058
2025,Morgan St.,12.185483870967742
2025,Mount St. Mary's,3.2234848484848486
2025,Murray St.,4.178030303030303
2025,N.C. State,6.701188455008489
2025,NJIT,5.864055299539171
2025,Nebraska,6.483870967741936
2025,Loyola Chicago,6.25
2025,Louisville,-0.2503987240829346
2025,Milwaukee,6.398897058823529
2025,Louisiana Monroe,8.330882352941176
2025,Louisiana Tech,4.875
2025,Houston,3.7445887445887465
2025,Houston Christian,6.80625
2025,IU Indy,9.416666666666668
2025,Idaho,5.98051948051948
2025,Illinois,2.629934210526315
2025,Illinois Chicago,3.5625
2025,Illinois St.,3.9797979797979797
2025,Indiana St.,5.625
2025,Iowa,7.26475279106858
2025,Jacksonville,6.620535714285714
2025,"Iowa St. -35.2, 85-50",0.0
2025,James Madison,8.240808823529411
2025,Kansas,5.534290271132376
2025,Kentucky,6.766233766233766
2025,La Salle,7.196969696969697
2025,Lamar,5.4787878787878785
2025,Little Rock,4.406060606060606
2025,Long Beach St.,5.866071428571429
2025,Longwood,4.9025735294117645
2025,Louisiana,0.5007974481658692
2025,Jacksonville St.,6.5852272727272725
2025,Sacramento St.,7.0625
2025,Washington,6.070967741935484
2025,Texas Tech,1.144927536231883
2025,San Francisco,3.4242424242424248
2025,Rice,2.0
2025,Colgate,5.339393939393939
2025,Kennesaw St.,7.8969696969696965
2025,Kansas St.,3.682615629984051
2025,BYU,11.262032085561495
2025,Arizona St.,1.7455357142857144
2025,North Texas,4.4375
2025,Notre Dame,2.269537480063796
2025,Pepperdine,8.401587301587302
2025,Portland,2.166666666666667
2025,Presbyterian,9.803571428571429
2025,Richmond,5.15625
2025,Rutgers,4.373355263157895
2025,San Diego,2.64069264069264
2025,Texas Southern,10.080357142857142
2025,USC Upstate,6.4375
2025,Utah St.,4.954545454545455
2025,Virginia,2.380952380952381
2025,Wright St.,7.227272727272727
2025,New Hampshire,9.616071428571429
2025,San Diego St.,2.5166666666666666
2025,Boise St.,10.04848484848485
2025,Minnesota,2.393092105263158
2025,Arkansas,6.671717171717171
2025,Arkansas Pine Bluff,14.862903225806452
2025,Auburn,6.898617511520737
2025,Connecticut,6.871657754010695
2025,Creighton,6.303030303030303
2025,Eastern Illinois,10.016129032258064
2025,Cleveland St.,7.292929292929292
2025,Georgetown,5.55625
2025,Eastern Washington,7.196428571428571
2025,Le Moyne,8.555288461538462
2025,LSU,8.472222222222221
2025,Indiana,5.743421052631579
2025,Maine,10.84873949579832
2025,High Point,4.5588235294117645
2025,Georgia Tech,6.3106060606060606
2025,Morehead St.,5.727083333333333
2025,Northern Illinois,10.868817204301076
2025,Penn,4.383597883597883
2025,Portland St.,11.097916666666666
2025,Quinnipiac,5.345454545454546
2025,Western Michigan,2.78125
2025,Tennessee Martin,8.44848484848485
2025,Tennessee Tech,4.702083333333333
2025,The Citadel,7.584313725490196
2025,North Florida,4.639583333333333
