date,home_team,away_team,home_score,away_score,margin,neutral_site,closing_spread
2020-12-04,Duke,Bellarmine,76,54,22,,-27.4
2020-12-04,Eastern Michigan,Toledo,74,91,-17,,-1.8
2020-12-04,FIU,Jacksonville St.,74,70,4,,-7.9
2020-12-04,Georgia,Jacksonville,98,65,33,,-11.1
2020-12-04,Hartford,Central Connecticut,80,65,15,,-5.5
2020-12-04,Loyola Marymount,Long Beach St.,85,61,24,,-6.8
2020-12-04,Marquette,Wisconsin,67,65,2,,3.7
2020-12-04,Maryland,Saint Peter's,90,57,33,,-11.5
2020-12-04,Memphis,Central Arkansas,85,68,17,,-21.3
2020-12-04,Miami FL,Stetson,82,60,22,,-19.3
2020-12-04,Michigan St.,Detroit,83,76,7,,-22.9
2020-12-04,Minnesota,North Dakota,76,67,9,,-23.8
2020-12-04,Mississippi St.,North Texas,69,63,6,,1.2
2020-12-04,Northern Iowa,St. Ambrose,98,53,45,,
2020-12-04,Purdue,Valparaiso,68,61,7,,-13.6
2020-12-04,Sam Houston St.,Dallas Christian,117,42,75,,
2020-12-04,Seton Hall,Oregon,70,83,-13,,4.6
2020-12-04,Stephen F. Austin,McNeese St.,86,76,10,,-15.4
2020-12-04,Stony Brook,Fairfield,72,69,3,,-1.6
2020-12-04,Texas Tech,Troy,80,46,34,,-25.0
2020-12-04,Tulsa,UT Arlington,79,64,15,,-6.2
2020-12-04,UC Davis,William Jessup,95,62,33,,
2020-12-04,UT Rio Grande Valley,Our Lady of the Lake,91,68,23,,
2020-12-04,UTSA,Sul Ross St.,91,62,29,,
2020-12-04,Virginia,Kent St.,71,64,7,,-22.2
2020-12-05,Abilene Christian,Tarleton St.,69,48,21,,-20.9
2020-12-05,Air Force,Lamar,59,44,15,,-1.3
2020-12-05,Arizona,Eastern Washington,70,67,3,,-12.2
2020-12-05,Arkansas,Lipscomb,86,50,36,,-16.7
2020-12-05,Ball St.,Illinois Chicago,68,66,2,,-3.6
2020-12-05,Belmont,Samford,83,96,-13,,-13.5
2020-12-05,Binghamton,Marist,65,68,-3,,4.7
2020-12-05,Bryant,Rhode Island Col.,138,83,55,,
2020-12-05,Chattanooga,Northern Kentucky,79,72,7,,-1.9
2020-12-05,College of Charleston,Furman,57,81,-24,,3.3
2020-12-05,Dayton,SMU,64,66,-2,,-0.1
2020-12-05,Delaware,Salem (WV),79,76,3,,
2020-12-05,East Carolina,Radford,63,50,13,,-12.6
2020-12-05,Florida Gulf Coast,Florida National,91,74,17,,
2020-12-05,George Washington,Coppin St.,85,69,16,,-6.5
2020-12-05,Green Bay,Eastern Illinois,91,93,-2,,4.6
2020-12-05,High Point,North Florida,85,74,11,,-4.1
2020-12-05,Hofstra,Iona,74,82,-8,,-7.1
2020-12-05,Houston,South Carolina,77,67,10,,-12.3
2020-12-05,Houston Baptist,Rice,64,86,-22,,3.9
2020-12-05,Kansas,North Dakota St.,65,61,4,,-21.2
2020-12-05,Kansas St.,UNLV,58,68,-10,,-7.2
2020-12-05,Liberty,Bluefield Col.,86,64,22,,
2020-12-05,Louisiana Lafayette,LSU-Shreveport,84,73,11,,
2020-12-05,Loyola Chicago,Lewis,76,48,28,,
2020-12-05,Mercer,Columbia Int'l,88,62,26,,
2020-12-05,Murray St.,Illinois St.,76,65,11,,-6.7
2020-12-05,Northwestern,Chicago St.,111,66,45,,-27.2
2020-12-05,Oklahoma St.,Oakland,84,71,13,,-21.6
2020-12-05,Pittsburgh,Northern Illinois,89,59,30,,-12.4
2020-12-05,Portland,Portland St.,86,73,13,,-6.2
2020-12-05,Providence,Fairleigh Dickinson,79,67,12,,-19.9
2020-12-05,Robert Morris,Point Park,75,57,18,,
2020-12-05,SIU Edwardsville,Nebraska Omaha,63,65,-2,,2.5
2020-12-05,Sacramento St.,Idaho,73,57,16,,-9.1
2020-12-05,Saint Louis,Arkansas Pine Bluff,107,54,53,,-23.9
2020-12-05,Southern Utah,Montana,75,74,1,,-2.0
2020-12-05,Syracuse,Rider,87,52,35,,-25.1
2020-12-05,Texas St.,Incarnate Word,72,64,8,,-13.7
2020-12-05,The Citadel,Toccoa Falls,100,58,42,,
2020-12-05,UNC Asheville,South Carolina St.,77,56,21,,-18.0
2020-12-05,USC Upstate,Georgia Southern,69,72,-3,,2.8
2020-12-05,UTEP,Sul Ross St.,84,65,19,,
2020-12-05,Utah St.,BYU,64,67,-3,,1.5
2020-12-05,Utah Tech,St. KatherineDixie St.,86,48,38,,
2020-12-05,VCU,Mount St. Mary's,60,42,18,,-13.3
2020-12-05,Wright St.,Miami OH,71,47,24,,-3.5
2020-12-06,Appalachian St.,N.C. Wesleyan,81,57,24,,
2020-12-06,Army,La Salle,63,59,4,,1.7
2020-12-06,Bowling Green,Buffalo,86,78,8,,-3.4
2020-12-06,Cincinnati,Xavier,69,77,-8,,-1.5
2020-12-06,Denver,UC Riverside,63,83,-20,,6.3
2020-12-06,Drake,St. Ambrose,97,53,44,,
2020-12-06,Drexel,Coppin St.,69,54,15,,-12.2
2020-12-06,Florida,Stetson,86,40,46,,-21.4
2020-12-06,Georgetown,West Virginia,71,80,-9,,11.4
2020-12-06,Georgia Tech,Kentucky,79,62,17,,2.5
2020-12-06,Howard,Bellarmine,63,84,-21,,0.2
2020-12-06,LSU,Louisiana Tech,86,55,31,,-7.9
2020-12-06,Little Rock,Central Arkansas,86,83,3,,-12.8
2020-12-06,Long Beach St.,Seattle,80,75,5,,-7.0
2020-12-06,Longwood,Greensboro,64,67,-3,,
2020-12-06,Marist,Binghamton,64,60,4,,-10.1
2020-12-06,Mercer,Southern Wesleyan,96,85,11,,
2020-12-06,Michigan,UCF,80,58,22,,-13.8
2020-12-06,Michigan St.,Western Michigan,79,61,18,,-23.1
2020-12-06,North Alabama,Carver,107,40,67,,
2020-12-06,North Carolina A&T,Stanford,46,78,-32,,14.9
2020-12-06,Northwestern St.,Louisiana Monroe,83,92,-9,,-7.9
2020-12-06,Notre Dame,Detroit,78,70,8,,-15.6
2020-12-06,Ohio,Cleveland St.,101,46,55,,-9.2
2020-12-06,Oregon St.,Wyoming,73,76,-3,,-2.9
2020-12-06,Penn St.,Seton Hall,92,98,-6,,-3.2
2020-12-06,Quinnipiac,New Hampshire,64,58,6,,4.2
2020-12-06,Sam Houston St.,Howard Payne,117,54,63,,
2020-12-06,San Diego St.,Pepperdine,65,60,5,,-7.7
2020-12-06,Southern Illinois,Quincy,102,61,41,,
2020-12-06,St. John's,Stony Brook,89,66,23,,-18.7
2020-12-06,Stephen F. Austin,LSU-Alexandria,97,79,18,,
2020-12-06,TCU,Oklahoma,78,82,-4,,3.7
2020-12-06,Texas,Villanova,64,68,-4,,-5.7
2020-12-06,Texas A&M,UT Rio Grande Valley,81,68,13,,-13.7
2020-12-06,Texas Tech,Grambling St.,81,40,41,,-26.0
2020-12-06,UAB,Troy,77,55,22,,-15.5
2020-12-06,UCLA,California,76,56,20,,-7.7
2020-12-06,Valparaiso,Judson (IL),85,45,40,,
2020-12-06,Western Carolina,Tennessee Tech,76,75,1,,-9.0
2020-12-06,Western Illinois,Central Michigan,73,79,-6,,7.3
2020-12-06,"Western Kentucky -38.1, 99-61",Mississippi Valley St.Western Kentucky,96,69,27,,
2020-12-06,Wichita St.,Missouri,62,72,-10,,1.8
2020-12-07,Arizona,Northern Arizona,96,53,43,,-18.3
2020-12-07,Bradley,Lewis,95,62,33,,
2020-12-07,Cal St. Bakersfield,Bethesda (CA),94,43,51,,
2020-12-07,Charlotte,South Carolina St.,78,40,38,,-20.8
2020-12-07,Coastal Carolina,North Carolina Central,78,71,7,,-9.0
2020-12-07,East Carolina,UNC Wilmington,88,78,10,,-7.2
2020-12-07,Eastern Kentucky,Morehead St.,71,68,3,,-11.8
2020-12-07,Hartford,Fairfield,67,54,13,,-3.4
2020-12-07,Middle Tennessee,Chattanooga,70,80,-10,,-1.7
2020-12-07,Nevada,William Jessup,86,64,22,,
2020-12-07,Norfolk St.,Hampton,76,64,12,,-13.8
2020-12-07,North Florida,Florida Atlantic,77,79,-2,,5.0
2020-12-07,Oregon,Eastern Washington,69,52,17,,-16.6
2020-12-07,Richmond,Wofford,77,72,5,,-15.8
2020-12-07,Southeast Missouri St.,Lipscomb,82,77,5,,1.5
2020-12-07,The Citadel,Columbia Int'l,96,57,39,,
2020-12-07,UC Santa Barbara,Loyola Marymount,69,58,11,,1.0
2020-12-07,UMBC,George Washington,92,81,11,,-6.9
2020-12-07,Western Michigan,Adrian,62,42,20,,
2020-12-08,Belmont,Tennessee St.,79,64,15,,-9.4
2020-12-08,Charleston Southern,Carver,94,59,35,,
2020-12-08,Dayton,Northern Kentucky,66,60,6,,-10.5
2020-12-08,Detroit Mercy,Kent St.Detroit,66,80,-14,,-6.4
2020-12-08,Duke,Illinois,68,83,-15,,-2.2
2020-12-08,Fairleigh Dickinson,Central Connecticut,87,94,-7,,-8.3
2020-12-08,Georgetown,Coppin St.,80,48,32,,-16.5
2020-12-08,Georgia,Montana,63,50,13,,-8.2
2020-12-08,Indiana St.,Truman,80,66,14,,
2020-12-08,Iona,Morgan St.,72,83,-11,,-7.8
2020-12-08,Iowa,North Carolina,93,80,13,,-2.2
2020-12-08,Jacksonville,Campbell,78,80,-2,,-2.8
2020-12-08,Kansas,Creighton,73,72,1,,-1.0
2020-12-08,Kansas St.,Fort Hays St.,68,81,-13,,
2020-12-08,La Salle,Lincoln PA,80,62,18,,
2020-12-08,Longwood,North Carolina A&T,77,60,17,,0.4
2020-12-08,Louisiana Lafayette,LSU-Alexandria,90,75,15,,
2020-12-08,Marquette,Green Bay,82,68,14,,-21.5
2020-12-08,"Memphis -37.7, 98-61",Mississippi Valley St.Memphis,94,57,37,,
2020-12-08,Miami FL,Purdue,58,54,4,,-5.4
2020-12-08,Minnesota,Boston College,85,80,5,,-7.6
2020-12-08,Mississippi St.,Jackson St.,82,59,23,,-11.8
2020-12-08,Mount St. Mary's,St. Francis PA,75,57,18,,-2.7
2020-12-08,Murray St.,Austin Peay,87,57,30,,0.6
2020-12-08,New Orleans,Florida National,74,57,17,,
2020-12-08,Northern Illinois,Ball St.,70,79,-9,,3.7
2020-12-08,Notre Dame,Ohio St.,85,90,-5,,2.2
2020-12-08,Oklahoma St.,Oral Roberts,83,78,5,,-16.4
2020-12-08,Portland St.,Northwest (WA),88,48,40,,
2020-12-08,Rutgers,Syracuse,79,69,10,,-2.0
2020-12-08,Saint Louis,Central Arkansas,88,65,23,,-23.7
2020-12-08,Saint Mary's,UTEP,73,61,12,,-7.2
2020-12-08,Seton Hall,Wagner,78,45,33,,-19.7
2020-12-08,South Alabama,William Carey,80,67,13,,
2020-12-08,South Florida,Stetson,73,62,11,,-11.8
2020-12-08,St. Francis NY,Bryant,82,101,-19,,2.1
2020-12-08,St. John's,Rider,82,79,3,,-22.3
2020-12-08,Tennessee,Colorado,56,47,9,,-5.7
2020-12-08,UMBC,Delaware,76,61,15,,-8.4
2020-12-08,USC,UC Irvine,91,56,35,,-11.9
2020-12-08,Utah,Idaho St.,75,59,16,,-22.7
2020-12-08,Utah St.,College of Idaho,90,64,26,,
2020-12-08,VMI,Greensboro,100,65,35,,
2020-12-08,Virginia Tech,Penn St.,55,75,-20,,-4.4
2020-12-08,Weber St.,Westminster (UT),85,73,12,,
2020-12-09,Arizona,Cal St. Bakersfield,85,60,25,,-13.1
2020-12-09,Arkansas,Southern,79,44,35,,-18.2
2020-12-09,Arkansas St.,Arkansas Pine Bluff,74,75,-1,,-3.4
2020-12-09,BYU,Boise St.,70,74,-4,,-4.4
2020-12-09,Baylor,Stephen F. Austin,83,52,31,,-20.9
2020-12-09,Bellarmine,Chattanooga,68,77,-9,,4.2
2020-12-09,Cal Poly,Santa Clara,69,76,-7,,9.9
2020-12-09,Cincinnati,Furman,78,73,5,,-4.0
2020-12-09,Clemson,Maryland,67,51,16,,-2.0
2020-12-09,College of Charleston,Marshall,72,84,-12,,5.1
2020-12-09,Drake,McKendree,90,66,24,,
2020-12-09,Eastern Michigan,Adrian,95,35,60,,
2020-12-09,Evansville,Eastern Illinois,68,65,3,,4.6
2020-12-09,Fairleigh Dickinson,Central Connecticut,79,71,8,,-6.6
2020-12-09,Florida St.,Indiana,69,67,2,,-1.8
2020-12-09,Hofstra,Stony Brook,72,67,5,,-7.5
2020-12-09,Jacksonville,Florida National,78,69,9,,
2020-12-09,Lipscomb,Southeast Missouri St.,80,74,6,,-6.4
2020-12-09,Louisiana Monroe,Lamar,60,63,-3,,-1.7
2020-12-09,Louisiana Tech,Southeastern Louisiana,78,69,9,,-17.4
2020-12-09,Loyola Chicago,Chicago St.,88,51,37,,-28.5
2020-12-09,Miami OH,Western Illinois,67,57,10,,-17.4
2020-12-09,Michigan,Toledo,91,71,20,,-13.1
2020-12-09,Missouri,Liberty,69,60,9,,-10.6
2020-12-09,Morehead St.,Transylvania,77,55,22,,
2020-12-09,Nebraska,Georgia Tech,64,75,-11,,-0.1
2020-12-09,New Orleans,Campbell,70,79,-9,,4.7
2020-12-09,Northern Colorado,Colorado Christian,87,62,25,,
2020-12-09,Northwestern,Pittsburgh,70,71,-1,,-6.3
2020-12-09,Oregon,Florida A&M,87,66,21,,-23.2
2020-12-09,Pepperdine,California,74,62,12,,-4.9
2020-12-09,Radford,Mars Hill,98,50,48,,
2020-12-09,Richmond,Northern Iowa,78,68,10,,-4.3
2020-12-09,San Jose St.,Fresno Pacific,87,79,8,,
2020-12-09,St. Francis NY,Bryant,93,91,2,,3.9
2020-12-09,TCU,Providence,70,79,-9,,0.4
2020-12-09,Tarleton St.,Arlington Baptist,84,43,41,,
2020-12-09,Texas,Texas St.,74,53,21,,-18.4
2020-12-09,Texas Tech,Abilene Christian,51,44,7,,-12.6
2020-12-09,The Citadel,Carver,102,51,51,,
2020-12-09,Tulane,Southern Miss,58,38,20,,0.7
2020-12-09,UAB,Tuskegee,89,64,25,,
2020-12-09,UCLA,San Diego,83,56,27,,-11.6
2020-12-09,UNC Wilmington,St. Andrews,116,66,50,,
2020-12-09,Utah Valley,Southern Utah,71,81,-10,,3.9
2020-12-09,VCU,North Carolina A&T,95,59,36,,-16.3
2020-12-09,Valparaiso,SIU Edwardsville,80,58,22,,-12.3
2020-12-09,Washington,Seattle,73,41,32,,-16.0
2020-12-09,Washington St.,Idaho,61,58,3,,-15.0
2020-12-09,Wisconsin,Rhode Island,73,62,11,,-9.2
2020-12-09,Wyoming,Denver,83,61,22,,-16.1
2020-12-09,Xavier,Oklahoma,99,77,22,,-0.5
2020-12-09,Youngstown St.,Point Park,72,52,20,,
2020-12-10,Arizona St.,San Diego St.,68,80,-12,,-4.8
2020-12-10,Buffalo,Mercyhurst,81,64,17,,
2020-12-10,Cal Baptist,St. Katherine,93,47,46,,
2020-12-10,Coppin St.,UNC Greensboro,85,80,5,,12.9
2020-12-10,East Carolina,North Florida,73,67,6,,-14.8
2020-12-10,Florida National,Campbell,92,122,-30,,
2020-12-10,Jacksonville,New Orleans,77,70,7,,-7.2
2020-12-10,Minnesota,UMKC,90,61,29,,-19.8
2020-12-10,Mississippi,Jackson St.,80,45,35,,-18.3
2020-12-10,Morehead St.,Transylvania,81,55,26,,
2020-12-10,North Alabama,Troy,57,62,-5,,-6.2
2020-12-10,Northern Arizona,UC Riverside,50,74,-24,,6.2
2020-12-10,Ohio,Purdue Northwest,92,72,20,,
2020-12-10,Oregon St.,Portland,86,87,-1,,-12.2
2020-12-10,Sam Houston St.,LeTourneau,107,65,42,,
2020-12-10,San Francisco,Long Beach St.,107,62,45,,-11.9
2020-12-10,South Dakota,North Dakota,71,75,-4,,0.2
2020-12-10,South Dakota St.,North Dakota St.,77,75,2,,-9.9
2020-12-10,Texas A&M Corpus Chris,UT Rio Grande Valley,64,68,-4,,0.1
2020-12-10,Western Illinois,Mount St. Joseph,80,55,25,,
2020-12-10,Western Kentucky,Gardner Webb,86,84,2,,-20.6
2020-12-11,Arkansas St.,Central Baptist,81,69,12,,
2020-12-11,Canisius,Marist,81,72,9,,-5.3
2020-12-11,Charleston,South Carolina St.College of,90,63,27,,-19.7
2020-12-11,Charlotte,Appalachian St.,57,61,-4,,-6.5
2020-12-11,Creighton,Nebraska,98,74,24,,-12.3
2020-12-11,Davidson,Georgia Southern,77,45,32,,-14.0
2020-12-11,Delaware,George Washington,68,65,3,,-2.2
2020-12-11,Eastern Washington,College of Idaho,80,56,24,,
2020-12-11,Fairfield,Iona,42,70,-28,,-1.9
2020-12-11,Georgetown,Villanova,63,76,-13,,8.1
2020-12-11,Grand Canyon,Nevada,87,77,10,,1.0
2020-12-11,Hawaii,Hawaii Pacific,83,50,33,,
2020-12-11,Houston Christian,Champion Chris.Houston Baptist,93,60,33,,
2020-12-11,Iowa,Iowa St.,105,77,28,,-13.7
2020-12-11,Kansas,Nebraska Omaha,95,50,45,,-21.1
2020-12-11,Kansas St.,Milwaukee,76,75,1,,-11.6
2020-12-11,Manhattan,Rider,64,82,-18,,-7.4
2020-12-11,Massachusetts,Northeastern,94,79,15,,-6.8
2020-12-11,Miami OH,Mount St. Joseph,79,64,15,,
2020-12-11,Northern Colorado,Regis CO,83,58,25,,
2020-12-11,Saint Mary's,San Jose St.,96,61,35,,-17.7
2020-12-11,Saint Peter's,Niagara,70,54,16,,-7.1
2020-12-11,Seton Hall,St. John's,77,68,9,,-5.9
2020-12-11,South Dakota,North Dakota St.,67,74,-7,,5.3
2020-12-11,South Dakota St.,North Dakota,74,62,12,,-15.6
2020-12-11,Southern Illinois,Murray St.,70,66,4,,4.8
2020-12-11,Texas Southern,LeTourneau,103,60,43,,
2020-12-11,UCLA,Marquette,69,60,9,,-5.5
2020-12-11,UT Arlington,Hardin-Simmons,91,66,25,,
2020-12-11,West Virginia,North Texas,62,50,12,,-11.2
2020-12-12,Abilene Christian,McMurry,83,46,37,,
2020-12-12,Akron,Cedarville,97,49,48,,
2020-12-12,Arizona,UTEP,69,61,8,,-10.1
2020-12-12,Arkansas,Central Arkansas,100,75,25,,-22.0
2020-12-12,BYU,Utah,82,64,18,,-1.4
2020-12-12,Ball St.,Illinois St.,82,66,16,,-4.1
2020-12-12,Boston College,Syracuse,63,101,-38,,4.7
2020-12-12,Bryant,Stony Brook,81,72,9,,-2.1
2020-12-12,Cal Baptist,Fresno Pacific,110,71,39,,
2020-12-12,Cal St. Bakersfield,Idaho,76,66,10,,-10.0
2020-12-12,Canisius,Marist,52,56,-4,,-5.9
2020-12-12,Central Michigan,Valparaiso,84,79,5,,4.1
2020-12-12,Chattanooga,North Georgia,81,63,18,,
2020-12-12,Clemson,Alabama,64,56,8,,-0.6
2020-12-12,Coastal Carolina,Greensboro,103,45,58,,
2020-12-12,Denver,Dixie St.,70,73,-3,,-16.1
2020-12-12,Detroit Mercy,DetroitWestern Michigan,57,67,-10,,-0.0
2020-12-12,Drexel,La Salle,48,58,-10,,-2.7
2020-12-12,East Tennessee St.,UAB,61,65,-4,,5.9
2020-12-12,Eastern Illinois,Western Illinois,92,88,4,,-15.4
2020-12-12,Eastern Kentucky,Transylvania,81,60,21,,
2020-12-12,Fairfield,Iona,67,52,15,,1.5
2020-12-12,Florida Atlantic,Fla. Memorial,112,49,63,,
2020-12-12,Florida St.,Florida,83,71,12,,-1.2
2020-12-12,Furman,Flagler,86,61,25,,
2020-12-12,Georgia,Samford,79,75,4,,-15.1
2020-12-12,IU Indy,Tennessee St.IUPUI,69,66,3,,-5.0
2020-12-12,Idaho St.,Bethesda (CA),87,48,39,,
2020-12-12,Kennesaw St.,Dalton St.,72,62,10,,
2020-12-12,Kentucky,Notre Dame,63,64,-1,,-4.8
2020-12-12,Liberty,Columbia Int'l,73,26,47,,
2020-12-12,Lipscomb,Belmont,71,81,-10,,2.3
2020-12-12,Louisiana Lafayette,Louisiana Tech,61,56,5,,2.6
2020-12-12,Louisiana Monroe,Stephen F. Austin,66,55,11,,5.8
2020-12-12,Loyola Marymount,UC Santa Barbara,81,76,5,,-4.5
2020-12-12,Manhattan,Rider,87,77,10,,-4.1
2020-12-12,McNeese St.,Carver,96,53,43,,
2020-12-12,Memphis,Auburn,71,74,-3,,-6.9
2020-12-12,Miami FL,Florida Gulf Coast,62,66,-4,,-17.8
2020-12-12,Middle Tennessee,Covenant,76,57,19,,
2020-12-12,Mississippi,UNC Wilmington,78,58,20,,-16.6
2020-12-12,Mississippi St.,Dayton,82,85,-3,,0.6
2020-12-12,Missouri,Illinois,81,78,3,,-0.3
2020-12-12,Montana,Yellowstone Chris.,102,42,60,,
2020-12-12,North Carolina,North Carolina Central,73,67,6,,-22.1
2020-12-12,North Carolina A&T,Western Carolina,98,104,-6,,5.5
2020-12-12,North Dakota St.,North Dakota,53,52,1,,-4.5
2020-12-12,North Florida,FIU,80,77,3,,7.1
2020-12-12,Northwestern St.,Champion Chris.,77,44,33,,
2020-12-12,Oklahoma,Florida A&M,85,54,31,,-22.8
2020-12-12,Oral Roberts,Southwestern Christ.,111,58,53,,
2020-12-12,Pepperdine,Cal St. Northridge,84,89,-5,,-23.0
2020-12-12,Pittsburgh,Gardner Webb,67,50,17,,-14.7
2020-12-12,Purdue,Indiana St.,80,68,12,,-6.9
2020-12-12,Saint Peter's,Niagara,53,49,4,,-7.8
2020-12-12,South Dakota St.,South Dakota,78,91,-13,,-15.2
2020-12-12,Southern Miss,South Alabama,75,76,-1,,-1.6
2020-12-12,Tennessee,Cincinnati,65,56,9,,-7.1
2020-12-12,Texas A&M,TCU,55,73,-18,,0.0
2020-12-12,Texas St.,Our Lady of the Lake,58,61,-3,,
2020-12-12,Texas Tech,Texas A&M Corpus Chris,77,57,20,,-21.7
2020-12-12,Toledo,UMKC,64,57,7,,-14.1
2020-12-12,Tulane,Arkansas Pine Bluff,67,56,11,,-7.3
2020-12-12,UNC Asheville,High Point,80,67,13,,-5.9
2020-12-12,USC Upstate,Winthrop,77,95,-18,,9.1
2020-12-12,Utah Valley,Wyoming,88,93,-5,,7.9
2020-12-12,VCU,Old Dominion,77,54,23,,-4.5
2020-12-12,Washington,Oregon,71,74,-3,,3.1
2020-12-12,Wichita St.,Oklahoma St.,64,67,-3,,-0.4
2020-12-12,Wofford,South Florida,56,58,-2,,5.7
2020-12-13,Binghamton,Youngstown St.,65,79,-14,,6.2
2020-12-13,Boise St.,Weber St.,70,59,11,,-19.9
2020-12-13,Bowling Green,Wright St.,67,85,-18,,-2.3
2020-12-13,Cal Poly,San Jose St.,75,71,4,,-2.6
2020-12-13,Cal St. Fullerton,San Diego Christian,94,70,24,,
2020-12-13,California,San Francisco,72,70,2,,1.5
2020-12-13,Coppin St.,UMBC,49,66,-17,,6.0
2020-12-13,Drake,Air Force,81,53,28,,-11.6
2020-12-13,Georgetown,St. John's,97,94,3,,-2.3
2020-12-13,Georgia Southern,Mercer,75,77,-2,,2.8
2020-12-13,Grand Canyon,Arizona St.,70,71,-1,,8.5
2020-12-13,Illinois Chicago,Loyola Chicago,66,77,-11,,8.1
2020-12-13,Indiana,North Alabama,87,52,35,,-21.8
2020-12-13,Iowa,Northern Illinois,106,53,53,,-24.7
2020-12-13,Kent St.,Northern Kentucky,92,73,19,,-1.7
2020-12-13,Marshall,Ohio,81,67,14,,-1.9
2020-12-13,Michigan,Penn St.,62,58,4,,-6.2
2020-12-13,Michigan St.,Oakland,109,91,18,,-24.8
2020-12-13,Montana St.,Yellowstone Chris.,114,74,40,,
2020-12-13,Northeastern,Massachusetts,78,75,3,,1.9
2020-12-13,Ohio St.,Cleveland St.,67,61,6,,-21.4
2020-12-13,Rice,New Mexico,61,72,-11,,-1.9
2020-12-13,Seattle,Northwest (WA),89,40,49,,
2020-12-13,South Carolina St.,Jacksonville,58,60,-2,,12.5
2020-12-13,Tennessee Tech,Jacksonville St.,67,73,-6,,-2.0
2020-12-13,Troy,Central Baptist,61,44,17,,
2020-12-13,UNC Asheville,High Point,90,84,6,,-7.1
2020-12-13,UNC Greensboro,Norfolk St.,64,47,17,,-9.5
2020-12-13,USC Upstate,Winthrop,77,107,-30,,10.8
2020-12-13,VMI,Hampton,79,64,15,,-10.8
2020-12-13,Vanderbilt,Mississippi Valley St.,84,41,43,,-27.6
2020-12-13,Washington St.,Portland St.,69,60,9,,-13.0
2020-12-13,West Virginia,Richmond,87,71,16,,-8.5
2020-12-13,Western Kentucky,Rhode Island,68,65,3,,-2.8
2020-12-13,Western Michigan,Milwaukee,63,71,-8,,-1.8
2020-12-14,Austin Peay,McKendree,82,68,14,,
2020-12-14,Central Michigan,St. Francis (IL),91,39,52,,
2020-12-14,Colorado,Northern Colorado,81,45,36,,-15.3
2020-12-14,Colorado St.,Northern Arizona,91,52,39,,-17.7
2020-12-14,Creighton,Marquette,84,89,-5,,-8.4
2020-12-14,George Washington,William & Mary,84,85,-1,,-7.0
2020-12-14,LSU,Sam Houston St.,88,66,22,,-24.2
2020-12-14,Maryland,Rutgers,60,74,-14,,-0.4
2020-12-14,McNeese St.,Arlington Baptist,110,64,46,,
2020-12-14,Mississippi,Central Arkansas,68,54,14,,-20.6
2020-12-14,Morehead St.,Eastern Kentucky,75,62,13,,4.9
2020-12-14,Presbyterian,Carver,85,46,39,,
2020-12-14,Radford,Longwood,67,66,1,,-1.6
2020-12-14,San Diego,Nevada,72,79,-7,,-2.1
2020-12-14,UT Rio Grande Valley,Texas A&M Intl,89,51,38,,
2020-12-14,Youngstown St.,West Va. Tech,80,66,14,,
2020-12-15,Alabama,Furman,83,80,3,,-7.0
2020-12-15,Auburn,Texas Southern,80,63,17,,-10.1
2020-12-15,Austin Peay,Florida A&M,70,76,-6,,-8.9
2020-12-15,Cal St. Northridge,Stanford,71,82,-11,,19.4
2020-12-15,Central Connecticut,St. Francis NY,86,91,-5,,-4.1
2020-12-15,Davidson,Charlotte,52,63,-11,,-11.3
2020-12-15,East Tennessee St.,Gardner Webb,65,60,5,,-6.0
2020-12-15,Evansville,Southeast Missouri St.,66,63,3,,-3.2
2020-12-15,Florida St.,Georgia Tech,74,61,13,,-9.1
2020-12-15,Georgia Southern,Carver,92,27,65,,
2020-12-15,Illinois,Minnesota,92,65,27,,-8.8
2020-12-15,Illinois St.,Chicago St.,91,62,29,,-17.0
2020-12-15,Iowa St.,Kansas St.,65,74,-9,,-2.2
2020-12-15,Lamar,Southern Miss,63,66,-3,,-1.1
2020-12-15,Liberty,South Carolina St.,82,52,30,,-24.3
2020-12-15,Lipscomb,Trevecca Nazarene,61,45,16,,
2020-12-15,Louisiana Lafayette,New Orleans,73,63,10,,
2020-12-15,Louisiana Tech,Jackson St.,85,58,27,,-10.9
2020-12-15,McNeese St.,Arlington Baptist,114,50,64,,
2020-12-15,Miami OH,Buffalo,62,90,-28,,-1.5
2020-12-15,Monmouth,Hofstra,88,96,-8,,-5.8
2020-12-15,Murray St.,Transylvania,90,49,41,,
2020-12-15,North Texas,Arkansas Pine Bluff,81,56,25,,-18.8
2020-12-15,Northwestern,Quincy,100,48,52,,
2020-12-15,Oral Roberts,Bacone,96,65,31,,
2020-12-15,Our Lady of the Lake,New Mexico,65,104,-39,,
2020-12-15,Portland,College of Idaho,88,74,14,,
2020-12-15,Radford,Longwood,62,53,9,,-2.1
2020-12-15,Rice,Houston Baptist,90,79,11,,-12.4
2020-12-15,Saint Louis,Indiana St.,78,59,19,,-11.3
2020-12-15,Saint Mary's,Eastern Washington,80,75,5,,-10.8
2020-12-15,Santa Clara,Fresno Pacific,88,65,23,,
2020-12-15,St. Bonaventure,Akron,81,74,7,,-8.9
2020-12-15,Stetson,Florida Atlantic,78,69,9,,0.2
2020-12-15,Stony Brook,Point Park,83,39,44,,
2020-12-15,Tennessee,Appalachian St.,79,38,41,,-18.5
2020-12-15,Tennessee Martin,Bethel (TN),95,60,35,,
2020-12-15,Texas A&M,Southeastern Louisiana,69,52,17,,-16.9
