season,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,3PR,3PRD,ADJ_T,WAB,POSTSEASON,SEED,free_throw_pct,three_point_pct,roster_experience_years
2026,Memphis,Amer,32,13,108.26407688090214,105.11104933121682,0.5841647599052346,,,,,,,,,,,,,,,69.98509463026316,-9.377829843120926,,,,,
2026,Southern Illinois,MVC,32,16,102.65909123574644,99.74978800737384,0.5819080121281731,,,,,,,,,,,,,,,69.01481392539208,-9.43074733064154,,,,,
2026,Montana St.,BSky,32,18,110.90904552179958,107.95410254794106,0.5770193568145958,,,,,,,,,,,,,,,65.93258354658074,-8.19213982588049,,,,,
2026,Washington St.,WCC,32,12,114.01981136091476,110.9887532363384,0.5768482682272519,,,,,,,,,,,,,,,67.94273141082085,-11.428992625314052,,,,,
2026,UAB,Amer,32,20,108.89405795143688,106.12601403910683,0.5734900868266704,,,,,,,,,,,,,,,69.34008458833952,-5.924651287708202,,,,,
2026,UC Santa Barbara,BW,32,18,113.38366268348612,110.52005031679704,0.573017716097924,,,,,,,,,,,,,,,64.3620340318782,-9.183688423977776,,,,,
2026,Murray St.,MVC,33,20,114.96290789229542,112.5660244628384,0.5602804761089475,,,,,,,,,,,,,,,71.8778728615149,-5.38526584667188,,,,,
2026,North Texas,Amer,33,19,103.48012409027471,101.43668121339812,0.5570911813414842,,,,,,,,,,,,,,,65.04358412443324,-7.121483915356961,,,,,
2026,Kennesaw St.,CUSA,35,21,111.01620292260112,109.04606545265057,0.551297903710959,,,,,,,,,,,,,,,71.1515210286638,-7.732076789791037,,,,,
2026,Bradley,MVC,34,21,111.05245892186642,109.09961217049916,0.5508301932089238,,,,,,,,,,,,,,,67.27800050128715,-5.954914980522817,,,,,
2026,Penn St.,B10,32,12,113.85596703895592,111.8819018959896,0.5501158659492057,,,,,,,,,,,,,,,67.57054935191479,-6.932939330499937,,,,,
2026,Northern Colorado,BSky,32,20,112.22055920542148,110.3128704701073,0.5491345390524665,,,,,,,,,,,,,,,68.50176682876427,-7.145267954249401,,,,,
2026,Boston College,ACC,31,11,103.68805620187844,102.0073322478703,0.5468461283843431,,,,,,,,,,,,,,,65.99113617770767,-10.05860793509062,,,,,
2026,Temple,Amer,32,16,112.16235994627738,110.37696694884364,0.5460017463595513,,,,,,,,,,,,,,,64.91657626789348,-10.010137077053926,,,,,
2026,Central Arkansas,ASun,34,22,109.7640332047522,108.14030410991286,0.5427427350211996,,,,,,,,,,,,,,,67.95002000330848,-6.4744467514756705,,,,,
2026,Idaho,BSky,36,21,107.96360392167176,106.4187940563763,0.541339833760001,,,,,,,,,,,,,,,67.49995991146297,-8.939876513488102,,,,,
2026,Robert Morris,Horz,33,22,110.31238507316152,108.77975035553288,0.5401375911327153,,,,,,,,,,,,,,,64.58416621671819,-6.421583643872587,,,,,
2026,Penn,Ivy,30,18,107.70515830880362,106.20925481478916,0.5401239421968741,,,,,,,,,,,,,,,69.03017067204249,-5.779488470761276,,,,,
2026,St. Bonaventure,A10,34,17,113.4947938233006,112.12426383080252,0.5348722750138469,,,,,,,,,,,,,,,67.19176194893676,-9.601797430547034,,,,,
2026,Arkansas St.,SB,32,20,110.0886401481923,108.76470765544912,0.5347284931345118,,,,,,,,,,,,,,,72.1927653202902,-7.26803937836369,,,,,
2026,Rhode Island,A10,32,16,104.5193277567769,103.30331734554213,0.5335940559182191,,,,,,,,,,,,,,,65.8793040210438,-9.050473423756586,,,,,
2026,Navy,Pat,34,26,107.15542895710053,106.0326106752632,0.5302473877418057,,,,,,,,,,,,,,,65.16765506232211,-4.138519364595508,,,,,
2026,Troy,SB,34,22,110.22418551019432,109.1997247809648,0.5268204035400204,,,,,,,,,,,,,,,64.97217555632609,-5.991506403723773,,,,,
2026,Cornell,Ivy,28,15,120.08167801559344,119.09072030768056,0.5238059710794739,,,,,,,,,,,,,,,71.42063071057552,-8.138617533444672,,,,,
2026,Bowling Green,MAC,32,18,106.12050994053136,105.26113928899264,0.523359696486722,,,,,,,,,,,,,,,68.27509419948399,-9.553190938820922,,,,,
2026,Middle Tennessee,CUSA,32,17,110.05567555232662,109.23913921998992,0.5213969406362464,,,,,,,,,,,,,,,65.59918869734778,-8.58059760657071,,,,,
2026,Loyola Marymount,WCC,32,15,106.50333152731945,105.86175637902797,0.5173643642449581,,,,,,,,,,,,,,,67.23952103394012,-10.21401432779539,,,,,
2026,William & Mary,CAA,32,20,110.69987673234772,110.07825879909088,0.5161839575112679,,,,,,,,,,,,,,,72.68297580927789,-6.891202810614283,,,,,
2026,Austin Peay,ASun,31,22,108.92622276409014,108.37537472192722,0.5145718490614904,,,,,,,,,,,,,,,69.24122138058344,-5.119583628306348,,,,,
2026,Eastern Washington,BSky,33,14,113.2234396523136,112.7699824874507,0.5115353779115153,,,,,,,,,,,,,,,67.81951826877454,-12.166308919898643,,,,,
2026,Richmond,A10,32,15,110.84930447206553,110.42103493403864,0.5111273220324959,,,,,,,,,,,,,,,67.61490724476565,-10.582401665766358,,,,,
2026,Harvard,Ivy,29,17,105.47328986494144,105.11589633358578,0.5097571671776175,,,,,,,,,,,,,,,63.1493238169254,-7.32628661155435,,,,,
2026,Siena,MAAC,35,23,108.40751002802122,108.18033760662443,0.5060307102672437,,,,,,,,,,,,,,,64.59095277678192,-7.531151391271652,,,,,
2026,Western Kentucky,CUSA,32,18,108.63439744882876,108.423456136789,0.5055877380627952,,,,,,,,,,,,,,,69.93197703474375,-8.314711091904503,,,,,
2026,Merrimack,MAAC,34,23,106.50770302654216,106.30933296057688,0.5053594606218872,,,,,,,,,,,,,,,63.53716682545139,-6.013862819405152,,,,,
2026,Oregon St.,WCC,33,17,109.3560734531959,109.46201818001714,0.4972160623141784,,,,,,,,,,,,,,,65.2532899657253,-7.65731569284442,,,,,
2026,Valparaiso,MVC,33,18,107.54055435321962,107.67065698768056,0.4965239813366224,,,,,,,,,,,,,,,65.16210306319113,-8.246198243588248,,,,,
2026,Monmouth,CAA,34,19,106.82821912333831,107.00492069524933,0.4952486144741111,,,,,,,,,,,,,,,66.93007221852271,-9.783445768913372,,,,,
2026,Georgia Tech,ACC,31,11,106.69022918397287,106.94393459058398,0.4931718969556228,,,,,,,,,,,,,,,70.93766546511755,-9.806545747675514,,,,,
2026,Winthrop,BSth,34,23,110.826585914767,111.106716246338,0.4927426973525604,,,,,,,,,,,,,,,69.95472744882747,-5.396373465368167,,,,,
2026,Portland St.,BSky,31,20,102.92724058425004,103.2262384773734,0.4916611658074764,,,,,,,,,,,,,,,67.8129163489499,-6.327899891906972,,,,,
2026,Kent St.,MAC,34,24,110.03342353418084,110.3813031506426,0.4909257886005439,,,,,,,,,,,,,,,70.5561519121877,-3.759692393111974,,,,,
