run_timestamp,game_date,event_id,away_team,home_team,away_moneyline,home_moneyline,away_pitcher,home_pitcher,away_pitcher_id,home_pitcher_id,away_pitcher_fip,home_pitcher_fip,away_pitcher_xfip,home_pitcher_xfip,away_pitcher_ip,home_pitcher_ip,away_pitcher_source,home_pitcher_source,away_team_recent_win_pct,home_team_recent_win_pct,away_team_form_bonus,home_team_form_bonus,away_recent_ra_avg,home_recent_ra_avg,away_pitch_adj,home_pitch_adj,park_factor,weather_data_present,raw_model_prob_home,p_home,fair_home_prob,edge_h,edge_a,pick_team,pick_odds,pick_edge,verdict,verdict_detail
2026-06-25T11:31:13.655727Z,2026-06-25,822717,Philadelphia Phillies,Washington Nationals,-183.0,155.0,Cristopher Sánchez,Cade Cavalli,650911,676917,2.5,3.8594999999999997,2.176,3.82,105.0,77.333,blend,blend,0.6666666666666666,0.3333333333333333,0.01333333333333333,-0.013333333333333336,4.666666666666667,5.333333333333333,-0.006666666666666678,-0.03333333333333332,1.0,false,0.39139514886914906,0.3893123022040872,0.3775095044354032,-0.007253629379577742,-0.05560317772544621,Washington Nationals,155.0,-0.007253629379577742,SKIP_LOW_PROB,SKIP_LOW_PROB: Washington Nationals | model_prob=0.389
2026-06-25T11:31:13.655727Z,2026-06-25,822797,Texas Rangers,Toronto Blue Jays,128.0,-152.0,MacKenzie Gore,Kevin Gausman,669022,592332,3.572,3.3795,3.537,3.358,84.0,89.0,blend,blend,0.4285714285714285,0.5,-0.00571428571428572,0.0,5.428571428571429,6.5,-0.03714285714285715,-0.08,1.01,false,0.5450091995140626,0.550106255833946,0.578989574979952,-0.08798173374898421,0.025757736698603262,Texas Rangers,128.0,0.025757736698603262,NO_PLAY_BELOW_MIN_EDGE,Texas Rangers @ Toronto Blue Jays | NO_PLAY: best_pick_edge=0.0258 < MIN 0.05 (edge_h=-0.0880 edge_a=0.0258)
2026-06-25T11:31:13.655727Z,2026-06-25,823612,Chicago Cubs,New York Mets,-105.0,-110.0,Matthew Boyd,Freddy Peralta,571510,642547,3.52475,4.0295000000000005,3.497,4.027,24.0,85.667,blend,blend,0.8,0.1666666666666666,0.024000000000000004,-0.026666666666666672,4.8,9.0,-0.011999999999999993,-0.18,0.93,false,0.3850070151730211,0.4030967700719558,0.5056053811659194,-0.23045162077172066,0.16538249652618142,Chicago Cubs,-105.0,0.16538249652618142,PLAYED,Chicago Cubs @ New York Mets | ho=-110.0 ao=-105.0 | p_home=0.403 raw_model=0.385 fair_home=0.506 | park=0.930 | edge_h=-0.2305 edge_a=0.1654 | pick=Chicago Cubs at -105.0
2026-06-25T11:31:13.655727Z,2026-06-25,824747,New York Yankees,Boston Red Sox,-160.0,140.0,Cam Schlittler,Connelly Early,693645,813349,2.6755,3.227,2.597,3.186,95.0,81.667,blend,blend,0.4285714285714285,0.4285714285714285,-0.00571428571428572,-0.00571428571428572,4.142857142857143,3.2857142857142856,0.014285714285714271,0.04857142857142858,1.07,false,0.4025744946655932,0.40274732667693436,0.40372670807453415,-0.03340641597535754,-0.029464405850018305,New York Yankees,-160.0,-0.029464405850018305,SKIP_HEAVY_CHALK,SKIP_HEAVY_CHALK: New York Yankees at -160 exceeds MAX_FAVORITE_ODDS=-160
2026-06-25T11:31:13.655727Z,2026-06-25,823042,Arizona Diamondbacks,St. Louis Cardinals,116.0,-134.0,Zac Gallen,Michael McGreevy,668678,700241,4.8095,4.3525,4.849,4.357,79.667,83.333,blend,blend,0.5,0.3333333333333333,0.0,-0.013333333333333336,5.833333333333333,7.5,-0.05333333333333332,-0.12,0.98,false,0.5040274809841484,0.5113669626879704,0.5529573590096287,-0.10701590097772329,0.05544736059398403,Arizona Diamondbacks,116.0,0.05544736059398403,PLAYED,Arizona Diamondbacks @ St. Louis Cardinals | ho=-134.0 ao=116.0 | p_home=0.511 raw_model=0.504 fair_home=0.553 | park=0.980 | edge_h=-0.1070 edge_a=0.0554 | pick=Arizona Diamondbacks at 116.0
2026-06-26T20:33:48.078133Z,2026-06-26,824255,Houston Astros,Detroit Tigers,103.0,-121.0,Spencer Arrighetti,Keider Montero,681293,672456,4.662,4.330500000000001,4.644,4.336,69.0,80.667,blend,blend,0.7142857142857143,0.5714285714285714,0.017142857142857144,0.005714285714285712,3.5714285714285716,3.0,0.03714285714285714,0.06,0.97,false,0.5295485551242317,0.5290749757537604,0.5263913593210895,-0.0336729781687517,-0.044022200780133525,Detroit Tigers,-121.0,-0.0336729781687517,NO_PLAY_BOTH_NEGATIVE,Houston Astros @ Detroit Tigers | NO_PLAY: both edges negative (edge_h=-0.0337 edge_a=-0.0440); best_pick_edge=-0.0337 < MIN 0.05
2026-06-26T20:33:48.078133Z,2026-06-26,823363,Cincinnati Reds,Pittsburgh Pirates,-115.0,-101.0,Andrew Abbott,Paul Skenes,671096,694973,4.333,2.555,4.329,2.49,84.667,88.0,blend,blend,0.3333333333333333,0.5,-0.013333333333333336,0.0,3.0,2.8333333333333335,0.06,0.06666666666666667,1.03,true,0.5818649327336579,0.567243011248771,0.4843854561677448,0.12886975505943532,-0.19093258624770226,Pittsburgh Pirates,-101.0,0.12886975505943532,PLAYED,Cincinnati Reds @ Pittsburgh Pirates | ho=-101.0 ao=-115.0 | p_home=0.567 raw_model=0.582 fair_home=0.484 | park=1.030 | edge_h=0.1289 edge_a=-0.1909 | pick=Pittsburgh Pirates at -101.0
2026-06-26T20:33:48.078133Z,2026-06-26,824824,Washington Nationals,Baltimore Orioles,-100.0,-118.0,Andrew Alvarez,Trevor Rogers,674841,669432,2.8735,3.6125,2.767,3.562,32.333,73.0,blend,blend,0.2857142857142857,0.5,-0.017142857142857144,0.0,6.0,3.6666666666666665,-0.06,0.03333333333333334,0.96,false,0.5042884370216733,0.5066187397503605,0.5198237885462554,-0.06404334520696109,-0.013237479500721072,Washington Nationals,-100.0,-0.013237479500721072,NO_PLAY_BOTH_NEGATIVE,Washington Nationals @ Baltimore Orioles | NO_PLAY: both edges negative (edge_h=-0.0640 edge_a=-0.0132); best_pick_edge=-0.0132 < MIN 0.05
2026-06-26T20:33:48.078133Z,2026-06-26,822796,Texas Rangers,Toronto Blue Jays,150.0,-178.0,Nathan Eovaldi,Patrick Corbin,543135,571578,3.751,4.411,3.76,4.404,93.333,64.667,blend,blend,0.5714285714285714,0.3333333333333333,0.005714285714285712,-0.013333333333333336,4.857142857142857,7.0,-0.014285714285714271,-0.1,1.01,false,0.4762046911697901,0.49709763894660375,0.6154910096818811,-0.22363402456654025,0.25725590263349063,Texas Rangers,150.0,0.25725590263349063,FLAGGED_HIGH_EDGE,FLAGGED_HIGH_EDGE: Texas Rangers | edge=0.257 exceeds MAX
2026-06-26T20:33:48.078133Z,2026-06-26,824423,Seattle Mariners,Cleveland Guardians,-148.0,126.0,Luis Castillo,Joey Cantillo,622491,676282,3.974,4.0435,3.966,4.032,70.667,80.0,blend,blend,0.3333333333333333,0.3333333333333333,-0.013333333333333336,-0.013333333333333336,5.0,3.8333333333333335,-0.02,0.02666666666666666,0.98,false,0.4324987502031815,0.4314887914015877,0.4257656915258893,-0.0248353314324119,-0.04735959640266041,Cleveland Guardians,126.0,-0.0248353314324119,NO_PLAY_BOTH_NEGATIVE,Seattle Mariners @ Cleveland Guardians | NO_PLAY: both edges negative (edge_h=-0.0248 edge_a=-0.0474); best_pick_edge=-0.0248 < MIN 0.05
2026-06-26T20:33:48.078133Z,2026-06-26,822962,Arizona Diamondbacks,Tampa Bay Rays,146.0,-174.0,Zac Gallen,Nick Martinez,668678,607259,4.8095,3.8865,4.849,3.851,79.667,89.0,blend,blend,0.5,0.5714285714285714,0.0,0.005714285714285712,5.833333333333333,4.0,-0.05333333333333332,0.02,0.97,false,0.5489681512709226,0.5580792558550833,0.609708848498661,-0.12118553963050094,0.08712503059649501,Arizona Diamondbacks,146.0,0.08712503059649501,PLAYED,Arizona Diamondbacks @ Tampa Bay Rays | ho=-174.0 ao=146.0 | p_home=0.558 raw_model=0.549 fair_home=0.610 | park=0.970 | edge_h=-0.1212 edge_a=0.0871 | pick=Arizona Diamondbacks at 146.0
2026-06-26T20:33:48.078133Z,2026-06-26,823610,Philadelphia Phillies,New York Mets,116.0,-136.0,Zack Wheeler,Zach Thornton,554430,804267,3.258,5.24075,3.242,5.3065,68.333,4.333,blend,2026,0.8333333333333334,0.0,0.026666666666666672,-0.04,4.5,9.0,0.0,-0.18,0.93,false,0.4128647122859848,0.4341122932715377,0.5545152521896708,-0.24668749108762567,0.2223174465334785,Philadelphia Phillies,116.0,0.2223174465334785,FLAGGED_HIGH_EDGE,FLAGGED_HIGH_EDGE: Philadelphia Phillies | edge=0.222 exceeds MAX
2026-06-26T20:33:48.078133Z,2026-06-26,824743,New York Yankees,Boston Red Sox,-125.0,105.0,Will Warren,Payton Tolle,701542,801139,3.601,4.5405,3.577,4.601,78.333,64.333,blend,blend,0.4285714285714285,0.5714285714285714,-0.00571428571428572,0.005714285714285712,4.285714285714286,3.142857142857143,0.008571428571428577,0.05428571428571429,1.07,false,0.395858231152557,0.4066093666095436,0.4675324675324676,-0.16645079845043564,0.06810314010282159,New York Yankees,-125.0,0.06810314010282159,SKIP_FAVORITE_LOW_EDGE,New York Yankees @ Boston Red Sox | SKIP_FAVORITE_LOW_EDGE: New York Yankees at -125 | edge=0.068 below MIN_FAVORITE_EDGE_DECIMAL=0.1
2026-06-26T20:33:48.078133Z,2026-06-26,824582,Kansas City Royals,Chicago White Sox,125.0,-146.0,Steven Cruz,David Sandlin,674444,689818,5.0395,5.475,5.12,5.5875,23.0,13.333,blend,2026,0.5,0.3333333333333333,0.0,-0.013333333333333336,6.833333333333333,3.8333333333333335,-0.09333333333333332,0.02666666666666666,1.04,false,0.4868362636709702,0.49958105910726985,0.5718015665796344,-0.15824013328501108,0.12594261700864307,Kansas City Royals,125.0,0.12594261700864307,PLAYED,Kansas City Royals @ Chicago White Sox | ho=-146.0 ao=125.0 | p_home=0.500 raw_model=0.487 fair_home=0.572 | park=1.040 | edge_h=-0.1582 edge_a=0.1259 | pick=Kansas City Royals at 125.0
