strategy,date,home_team,away_team,closing_spread,actual_margin,pred_margin,edge_pts,pick,won,profit,cumulative_pl,drawdown,stake_used
BARTHAG_3pt,2024-11-04,SMU,Tarleton St.,-18.9,34.0,30.23,11.33,Home,True,90.91,90.91,0.0,
BARTHAG_3pt,2024-11-04,Bradley,Southeast Missouri St.,-17.2,28.0,12.880000000000003,-4.32,Away,False,-100.0,-9.09,100.0,
BARTHAG_3pt,2024-11-04,Boston College,The Citadel,-15.1,9.0,20.13,5.03,Home,False,-100.0,-109.09,200.0,
BARTHAG_3pt,2024-11-04,Arizona,Canisius,-28.2,29.0,42.785,14.58,Home,True,90.91,-18.18,109.09,
BARTHAG_3pt,2024-11-04,Air Force,North Alabama,-1.3,-16.0,-19.98,-21.28,Away,True,90.91,72.73,18.18,
BARTHAG_3pt,2024-11-04,Alabama,UNC Asheville,-19.4,56.0,29.774999999999995,10.37,Home,True,90.91,163.64,0.0,
BARTHAG_3pt,2024-11-04,Appalachian St.,Miami OH,-8.3,-14.0,-2.395,-10.7,Away,True,90.91,254.55,0.0,
BARTHAG_3pt,2024-11-04,Arkansas St.,Akron,-6.0,5.0,0.6650000000000045,-5.33,Away,True,90.91,345.45,0.0,
BARTHAG_3pt,2024-11-04,Army,Albany,0.4,8.0,-3.605,-3.21,Away,False,-100.0,245.45,100.0,
BARTHAG_3pt,2024-11-04,Colorado,Eastern Washington,-16.4,20.0,23.955000000000002,7.56,Home,True,90.91,336.36,9.09,
BARTHAG_3pt,2024-11-04,Boston University,Northeastern,-3.2,-8.0,-11.45,-14.65,Away,True,90.91,427.27,0.0,
BARTHAG_3pt,2024-11-04,Grand Canyon,Cal St. Fullerton,-17.8,10.0,31.715000000000003,13.92,Home,False,-100.0,327.27,100.0,
BARTHAG_3pt,2024-11-04,Georgia,Tennessee Tech,-23.7,5.0,33.145,9.45,Home,False,-100.0,227.27,200.0,
BARTHAG_3pt,2024-11-04,George Mason,North Carolina Central,-13.7,17.0,29.49,15.79,Home,True,90.91,318.18,109.09,
BARTHAG_3pt,2024-11-04,Florida St.,Northern Kentucky,-8.6,12.0,18.5,9.9,Home,True,90.91,409.09,18.18,
BARTHAG_3pt,2024-11-04,Duquesne,Lipscomb,-5.4,-5.0,-3.5499999999999976,-8.95,Away,True,90.91,500.0,0.0,
BARTHAG_3pt,2024-11-04,Duke,Maine,-25.2,34.0,31.174999999999997,5.97,Home,True,90.91,590.91,0.0,
BARTHAG_3pt,2024-11-04,Delaware,Bucknell,-5.4,-12.0,-1.4649999999999996,-6.87,Away,True,90.91,681.82,0.0,
BARTHAG_3pt,2024-11-04,DePaul,Southern Indiana,-15.7,2.0,24.455,8.75,Home,False,-100.0,581.82,100.0,
BARTHAG_3pt,2024-11-04,Dayton,Saint Francis,-22.7,30.0,26.784999999999997,4.08,Home,True,90.91,672.73,9.09,
BARTHAG_3pt,2024-11-04,Coastal Carolina,Western Michigan,-3.8,4.0,-3.83,-7.63,Away,False,-100.0,572.73,109.09,
BARTHAG_3pt,2024-11-04,Charlotte,Presbyterian,-13.6,9.0,-0.6400000000000017,-14.24,Away,True,90.91,663.64,18.18,
BARTHAG_3pt,2024-11-04,Clemson,Charleston Southern,-19.7,27.0,36.325,16.63,Home,True,90.91,754.55,0.0,
BARTHAG_3pt,2024-11-04,Louisiana,Kent St.,-4.0,-4.0,-19.51,-23.51,Away,True,90.91,845.45,0.0,
BARTHAG_3pt,2024-11-04,La Salle,American,-7.2,13.0,2.8350000000000013,-4.36,Away,False,-100.0,745.45,100.0,
BARTHAG_3pt,2024-11-04,Kentucky,Wright St.,-20.3,41.0,27.65,7.35,Home,True,90.91,836.36,9.09,
BARTHAG_3pt,2024-11-04,Kansas,Howard,-25.5,30.0,35.870000000000005,10.37,Home,True,90.91,927.27,0.0,
BARTHAG_3pt,2024-11-04,Iowa,Texas A&M Commerce,-28.4,22.0,31.47,3.07,Home,False,-100.0,827.27,100.0,
BARTHAG_3pt,2024-11-04,Indiana St.,Florida Atlantic,6.2,-33.0,-11.800000000000002,-5.6,Away,True,90.91,918.18,9.09,
BARTHAG_3pt,2024-11-04,Illinois,Eastern Illinois,-25.0,45.0,36.58,11.58,Home,True,90.91,1009.09,0.0,
BARTHAG_3pt,2024-11-04,Houston,Jackson St.,-30.1,57.0,33.709999999999994,3.61,Home,True,90.91,1100.0,0.0,
BARTHAG_3pt,2024-11-04,Loyola MD,Columbia,5.4,-3.0,-1.0000000000000009,4.4,Home,True,90.91,1190.91,0.0,
BARTHAG_3pt,2024-11-04,Louisville,Morehead St.,-17.3,48.0,37.35,20.05,Home,True,90.91,1281.82,0.0,
BARTHAG_3pt,2024-11-04,Mississippi St.,West Georgia,-28.4,35.0,37.895,9.5,Home,True,90.91,1372.73,0.0,
BARTHAG_3pt,2024-11-04,Mississippi,LIU,-27.7,30.0,32.11,4.41,Home,True,90.91,1463.64,0.0,
BARTHAG_3pt,2024-11-04,Michigan St.,Monmouth,-20.0,24.0,31.989999999999995,11.99,Home,True,90.91,1554.55,0.0,
BARTHAG_3pt,2024-11-04,Miami FL,Fairleigh Dickinson,-30.0,41.0,12.030000000000001,-17.97,Away,False,-100.0,1454.55,100.0,
BARTHAG_3pt,2024-11-04,Loyola Chicago,Chicago St.,-19.2,7.0,30.415,11.21,Home,False,-100.0,1354.55,200.0,
BARTHAG_3pt,2024-11-04,Memphis,Missouri,-7.5,8.0,-6.4250000000000025,-13.93,Away,False,-100.0,1254.55,300.0,
BARTHAG_3pt,2024-11-04,Maryland,Manhattan,-23.5,30.0,32.004999999999995,8.5,Home,True,90.91,1345.45,209.09,
BARTHAG_3pt,2024-11-04,Marquette,Stony Brook,-22.9,40.0,36.88,13.98,Home,True,90.91,1436.36,118.18,
BARTHAG_3pt,2024-11-04,Cincinnati,Arkansas Pine Bluff,-32.0,55.0,40.205,8.2,Home,True,90.91,1527.27,27.27,
BARTHAG_3pt,2024-11-04,Colorado St.,North Dakota,-15.6,26.0,26.865,11.26,Home,True,90.91,1618.18,0.0,
BARTHAG_3pt,2024-11-04,UNLV,Alabama St.,-15.2,14.0,21.630000000000003,6.43,Home,False,-100.0,1518.18,100.0,
BARTHAG_3pt,2024-11-04,Pittsburgh,Radford,-19.1,40.0,12.779999999999998,-6.32,Away,False,-100.0,1418.18,200.0,
BARTHAG_3pt,2024-11-04,Penn St.,Binghamton,-21.8,42.0,30.325000000000003,8.53,Home,True,90.91,1509.09,109.09,
BARTHAG_3pt,2024-11-04,Oregon St.,Utah Tech,-13.0,23.0,23.824999999999996,10.82,Home,True,90.91,1600.0,18.18,
BARTHAG_3pt,2024-11-04,Old Dominion,Buffalo,-15.2,-1.0,5.194999999999999,-10.0,Away,True,90.91,1690.91,0.0,
BARTHAG_3pt,2024-11-04,Oklahoma,Lindenwood,-22.7,33.0,33.615,10.92,Home,True,90.91,1781.82,0.0,
BARTHAG_3pt,2024-11-04,Northwestern,Lehigh,-17.5,44.0,31.130000000000003,13.63,Home,True,90.91,1872.73,0.0,
BARTHAG_3pt,2024-11-04,Stanford,Denver,-19.8,23.0,23.849999999999998,4.05,Home,True,90.91,1963.64,0.0,
BARTHAG_3pt,2024-11-04,Saint Mary's,Towson,-9.7,7.0,22.08,12.38,Home,False,-100.0,1863.64,100.0,
BARTHAG_3pt,2024-11-04,Southern Miss,Bowling Green,-6.6,9.0,-3.175,-9.77,Away,False,-100.0,1763.64,200.0,
BARTHAG_3pt,2024-11-04,St. John's,Fordham,-16.7,32.0,27.77,11.07,Home,True,90.91,1854.55,109.09,
BARTHAG_3pt,2024-11-04,South Dakota,Southern,-2.3,14.0,-1.5699999999999992,-3.87,Away,False,-100.0,1754.55,209.09,
BARTHAG_3pt,2024-11-04,South Carolina,North Florida,-19.4,-3.0,23.485,4.09,Home,False,-100.0,1654.55,309.09,
BARTHAG_3pt,2024-11-04,Seton Hall,Saint Peter's,-11.0,4.0,7.745,-3.25,Away,True,90.91,1745.45,218.18,
BARTHAG_3pt,2024-11-04,Rhode Island,Fairfield,-9.0,38.0,17.46,8.46,Home,True,90.91,1836.36,127.27,
BARTHAG_3pt,2024-11-04,San Jose St.,Western Illinois,-9.5,-4.0,19.5,10.0,Home,False,-100.0,1736.36,227.27,
BARTHAG_3pt,2024-11-04,Santa Clara,Saint Louis,-1.5,7.0,10.315000000000001,8.82,Home,True,90.91,1827.27,136.36,
BARTHAG_3pt,2024-11-04,Saint Joseph's,Navy,-15.5,7.0,24.81,9.31,Home,False,-100.0,1727.27,236.36,
BARTHAG_3pt,2024-11-04,Princeton,Iona,-14.0,1.0,2.9700000000000006,-11.03,Away,True,90.91,1818.18,145.45,
BARTHAG_3pt,2024-11-04,Oklahoma St.,Green Bay,-17.8,13.0,27.565,9.77,Home,False,-100.0,1718.18,245.45,
BARTHAG_3pt,2024-11-04,UNC Greensboro,Florida Gulf Coast,-3.6,9.0,-0.25499999999999967,-3.85,Away,False,-100.0,1618.18,345.45,
BARTHAG_3pt,2024-11-04,UCLA,Rider,-20.2,35.0,35.96,15.76,Home,True,90.91,1709.09,254.55,
BARTHAG_3pt,2024-11-04,UCF,Texas A&M,1.3,3.0,-7.350000000000001,-6.05,Away,False,-100.0,1609.09,354.55,
BARTHAG_3pt,2024-11-04,Troy,Toledo,-8.5,10.0,17.285,8.79,Home,True,90.91,1700.0,263.64,
BARTHAG_3pt,2024-11-04,Providence,Central Connecticut,-18.6,4.0,11.53,-7.07,Away,True,90.91,1790.91,172.73,
BARTHAG_3pt,2024-11-04,Tennessee,Gardner Webb,-23.4,16.0,33.51499999999999,10.11,Home,False,-100.0,1690.91,272.73,
BARTHAG_3pt,2024-11-04,Temple,Sacred Heart,-17.1,11.0,8.760000000000002,-8.34,Away,True,90.91,1781.82,181.82,
BARTHAG_3pt,2024-11-04,Syracuse,Le Moyne,-21.4,4.0,26.479999999999997,5.08,Home,False,-100.0,1681.82,281.82,
BARTHAG_3pt,2024-11-04,UAB,Vermont,-5.7,-5.0,15.67,9.97,Home,False,-100.0,1581.82,381.82,
BARTHAG_3pt,2024-11-04,Yale,Quinnipiac,-9.9,26.0,17.81,7.91,Home,True,90.91,1672.73,290.91,
BARTHAG_3pt,2024-11-04,Texas,Ohio St.,-3.2,-8.0,-0.539999999999996,-3.74,Away,True,90.91,1763.64,200.0,
BARTHAG_3pt,2024-11-04,Wisconsin,Holy Cross,-24.4,24.0,38.805,14.41,Home,False,-100.0,1663.64,300.0,
BARTHAG_3pt,2024-11-04,Utah,Alcorn St.,-20.8,41.0,30.25,9.45,Home,True,90.91,1754.55,209.09,
BARTHAG_3pt,2024-11-04,Western Kentucky,Wichita St.,-4.1,-7.0,-2.860000000000001,-6.96,Away,True,90.91,1845.45,118.18,
BARTHAG_3pt,2024-11-04,Washington St.,Portland St.,-17.1,8.0,10.219999999999999,-6.88,Away,True,90.91,1936.36,27.27,
BARTHAG_3pt,2024-11-04,Wake Forest,Coppin St.,-28.9,15.0,35.86,6.96,Home,False,-100.0,1836.36,127.27,
BARTHAG_3pt,2024-11-04,Villanova,Lafayette,-19.4,12.0,30.84,11.44,Home,False,-100.0,1736.36,227.27,
BARTHAG_3pt,2024-11-04,Vanderbilt,Maryland Eastern Shore,-25.8,39.0,39.61,13.81,Home,True,90.91,1827.27,136.36,
BARTHAG_3pt,2024-11-04,Valparaiso,Liberty,7.4,-20.0,-22.595,-15.19,Away,True,90.91,1918.18,45.45,
BARTHAG_3pt,2024-11-04,VCU,Bellarmine,-21.1,19.0,37.65,16.55,Home,False,-100.0,1818.18,145.45,
BARTHAG_3pt,2024-11-04,Xavier,Texas Southern,-17.2,9.0,31.335,14.14,Home,False,-100.0,1718.18,245.45,
BARTHAG_3pt,2024-11-05,Kansas St.,New Orleans,-27.5,24.0,35.44,7.94,Home,False,-100.0,1618.18,345.45,
BARTHAG_3pt,2024-11-05,North Texas,Evansville,-13.2,17.0,23.175,9.98,Home,True,90.91,1709.09,254.55,
BARTHAG_3pt,2024-11-05,BYU,Central Arkansas,-30.0,38.0,41.275,11.27,Home,True,90.91,1800.0,163.64,
BARTHAG_3pt,2024-11-05,Texas Tech,Bethune Cookman,-23.4,33.0,36.58,13.18,Home,True,90.91,1890.91,72.73,
BARTHAG_3pt,2024-11-05,San Francisco,Cal Poly,-21.6,8.0,17.314999999999998,-4.29,Away,True,90.91,1981.82,0.0,
BARTHAG_3pt,2024-11-06,Arkansas,Lipscomb,-13.7,16.0,9.500000000000004,-4.2,Away,False,-100.0,1881.82,100.0,
BARTHAG_3pt,2024-11-06,Georgia Tech,West Georgia,-21.1,23.0,28.42,7.32,Home,True,90.91,1972.73,9.09,
BARTHAG_3pt,2024-11-06,High Point,Coppin St.,-23.6,42.0,33.559999999999995,9.96,Home,True,90.91,2063.64,0.0,
BARTHAG_3pt,2024-11-06,LSU,Louisiana Monroe,-19.2,35.0,30.28,11.08,Home,True,90.91,2154.55,0.0,
BARTHAG_3pt,2024-11-06,Georgetown,Lehigh,-14.4,8.0,23.695,9.29,Home,False,-100.0,2054.55,100.0,
BARTHAG_3pt,2024-11-06,Le Moyne,Cal St. Northridge,1.1,-22.0,-23.535,-22.43,Away,True,90.91,2145.45,9.09,
BARTHAG_3pt,2024-11-06,Creighton,UT Rio Grande Valley,-23.2,13.0,26.454999999999995,3.25,Home,False,-100.0,2045.45,109.09,
BARTHAG_3pt,2024-11-06,Auburn,Vermont,-13.0,51.0,30.895,17.89,Home,True,90.91,2136.36,18.18,
BARTHAG_3pt,2024-11-06,Minnesota,Oral Roberts,-17.2,23.0,24.64,7.44,Home,True,90.91,2227.27,0.0,
BARTHAG_3pt,2024-11-06,San Diego St.,UC San Diego,-9.5,5.0,-1.0050000000000003,-10.51,Away,True,90.91,2318.18,0.0,
BARTHAG_3pt,2024-11-06,South Dakota,Texas A&M Commerce,-13.3,8.0,9.695,-3.61,Away,True,90.91,2409.09,0.0,
BARTHAG_3pt,2024-11-06,Boise St.,Oakland,-12.1,44.0,21.044999999999998,8.94,Home,True,90.91,2500.0,0.0,
BARTHAG_3pt,2024-11-06,Utah St.,Alcorn St.,-21.2,55.0,33.56,12.36,Home,True,90.91,2590.91,0.0,
BARTHAG_3pt,2024-11-06,Villanova,Columbia,-17.6,-10.0,31.294999999999995,13.69,Home,False,-100.0,2490.91,100.0,
BARTHAG_3pt,2024-11-06,Virginia,Campbell,-18.8,9.0,15.474999999999998,-3.33,Away,True,90.91,2581.82,9.09,
BARTHAG_3pt,2024-11-06,Morgan St.,Mercyhurst,-10.8,-5.0,-0.3949999999999995,-11.2,Away,True,90.91,2672.73,0.0,
BARTHAG_3pt,2024-11-06,Rutgers,Wagner,-20.8,23.0,31.965,11.16,Home,True,90.91,2763.64,0.0,
BARTHAG_3pt,2024-11-06,Pepperdine,Western Illinois,-6.9,13.0,14.215,7.31,Home,True,90.91,2854.55,0.0,
BARTHAG_3pt,2024-11-06,Eastern Washington,Seattle,6.0,7.0,-14.745,-8.74,Away,False,-100.0,2754.55,100.0,
BARTHAG_3pt,2024-11-07,Air Force,Jacksonville St.,0.6,6.0,-17.035000000000004,-16.44,Away,False,-100.0,2654.55,200.0,
BARTHAG_3pt,2024-11-07,California,Cal Poly,-19.9,18.0,7.7849999999999975,-12.12,Away,True,90.91,2745.45,109.09,
BARTHAG_3pt,2024-11-07,Central Michigan,Stony Brook,-5.2,-1.0,10.735,5.53,Home,False,-100.0,2645.45,209.09,
BARTHAG_3pt,2024-11-07,DePaul,Prairie View A&M,-20.5,33.0,27.525,7.02,Home,True,90.91,2736.36,118.18,
BARTHAG_3pt,2024-11-07,Michigan St.,Niagara,-25.1,36.0,38.43,13.33,Home,True,90.91,2827.27,27.27,
BARTHAG_3pt,2024-11-07,Loyola Chicago,Detroit Mercy,-21.2,22.0,27.744999999999997,6.54,Home,True,90.91,2918.18,0.0,
BARTHAG_3pt,2024-11-07,Florida,Jacksonville,-18.9,21.0,26.835000000000004,7.94,Home,True,90.91,3009.09,0.0,
BARTHAG_3pt,2024-11-07,Delaware,Robert Morris,-8.9,4.0,-8.375000000000002,-17.28,Away,True,90.91,3100.0,0.0,
BARTHAG_3pt,2024-11-07,Stetson,Nebraska Omaha,-2.0,-3.0,-24.36,-26.36,Away,True,90.91,3190.91,0.0,
BARTHAG_3pt,2024-11-07,Wake Forest,North Carolina A&T,-25.2,16.0,31.4,6.2,Home,False,-100.0,3090.91,100.0,
BARTHAG_3pt,2024-11-07,Utah,Central Arkansas,-24.6,35.0,33.72,9.12,Home,True,90.91,3181.82,9.09,
BARTHAG_3pt,2024-11-07,USC,Idaho St.,-24.6,6.0,20.885,-3.71,Away,True,90.91,3272.73,0.0,
BARTHAG_3pt,2024-11-07,UAB,Southern Miss,-14.0,14.0,23.450000000000003,9.45,Home,False,-100.0,3172.73,100.0,
BARTHAG_3pt,2024-11-07,Wisconsin,Montana St.,-17.5,12.0,24.779999999999998,7.28,Home,False,-100.0,3072.73,200.0,
BARTHAG_3pt,2024-11-07,Saint Mary's,Chattanooga,-14.0,12.0,17.459999999999997,3.46,Home,False,-100.0,2972.73,300.0,
BARTHAG_3pt,2024-11-07,Penn,Maryland Eastern Shore,-14.1,3.0,6.955,-7.14,Away,True,90.91,3063.64,209.09,
BARTHAG_3pt,2024-11-07,SMU,Florida A&M,-28.3,29.0,33.745000000000005,5.45,Home,True,90.91,3154.55,118.18,
BARTHAG_3pt,2024-11-07,Southern Indiana,Bucknell,-0.8,-6.0,-11.875,-12.68,Away,True,90.91,3245.45,27.27,
BARTHAG_3pt,2024-11-08,Bryant,Siena,-15.8,-2.0,11.445,-4.36,Away,True,90.91,3336.36,0.0,
BARTHAG_3pt,2024-11-08,Bowling Green,Davidson,2.4,-6.0,-14.285,-11.88,Away,True,90.91,3427.27,0.0,
BARTHAG_3pt,2024-11-08,Butler,Austin Peay,-18.2,-2.0,25.175000000000004,6.98,Home,False,-100.0,3327.27,100.0,
BARTHAG_3pt,2024-11-08,Maryland,Mount St. Mary's,-19.0,34.0,32.73,13.73,Home,True,90.91,3418.18,9.09,
BARTHAG_3pt,2024-11-08,Colorado,Northern Colorado,-12.1,2.0,5.840000000000001,-6.26,Away,True,90.91,3509.09,0.0,
BARTHAG_3pt,2024-11-08,Clemson,Saint Francis,-26.4,26.0,35.79,9.39,Home,False,-100.0,3409.09,100.0,
BARTHAG_3pt,2024-11-08,East Tennessee St.,Eastern Kentucky,-8.9,-4.0,1.0250000000000008,-7.88,Away,True,90.91,3500.0,9.09,
BARTHAG_3pt,2024-11-08,Cincinnati,Morehead St.,-20.7,27.0,33.86,13.16,Home,True,90.91,3590.91,0.0,
BARTHAG_3pt,2024-11-08,Colorado St.,Tennessee St.,-18.8,8.0,25.795,7.0,Home,False,-100.0,3490.91,100.0,
BARTHAG_3pt,2024-11-08,Alabama,Arkansas St.,-17.6,9.0,13.854999999999995,-3.75,Away,True,90.91,3581.82,9.09,
BARTHAG_3pt,2024-11-08,BYU,UC Riverside,-17.2,6.0,20.76,3.56,Home,False,-100.0,3481.82,109.09,
BARTHAG_3pt,2024-11-08,Marquette,George Mason,-9.7,19.0,6.309999999999999,-3.39,Away,False,-100.0,3381.82,209.09,
BARTHAG_3pt,2024-11-08,Navy,Harvard,-1.5,5.0,-5.1000000000000005,-6.6,Away,False,-100.0,3281.82,309.09,
BARTHAG_3pt,2024-11-08,Mississippi St.,Georgia St.,-20.4,35.0,27.92,7.52,Home,True,90.91,3372.73,218.18,
BARTHAG_3pt,2024-11-08,Mississippi,Grambling St.,-20.3,2.0,35.935,15.64,Home,False,-100.0,3272.73,318.18,
BARTHAG_3pt,2024-11-08,North Carolina Central,Gardner Webb,-3.5,-6.0,-5.220000000000001,-8.72,Away,True,90.91,3363.64,227.27,
BARTHAG_3pt,2024-11-08,Loyola Marymount,UC Irvine,-0.3,-15.0,-10.73,-11.03,Away,True,90.91,3454.55,136.36,
BARTHAG_3pt,2024-11-08,Kansas,North Carolina,-6.2,3.0,2.300000000000002,-3.9,Away,True,90.91,3545.45,45.45,
BARTHAG_3pt,2024-11-08,N.C. State,Presbyterian,-21.7,9.0,16.09,-5.61,Away,True,90.91,3636.36,0.0,
BARTHAG_3pt,2024-11-08,Illinois Chicago,Yale,-0.1,12.0,-15.625,-15.72,Away,False,-100.0,3536.36,100.0,
BARTHAG_3pt,2024-11-08,Hofstra,Iona,-7.8,14.0,1.5050000000000008,-6.29,Away,False,-100.0,3436.36,200.0,
BARTHAG_3pt,2024-11-08,Green Bay,St. Thomas,2.6,-14.0,-23.580000000000002,-20.98,Away,True,90.91,3527.27,109.09,
BARTHAG_3pt,2024-11-08,George Washington,Hampton,-15.6,28.0,11.705000000000002,-3.89,Away,False,-100.0,3427.27,209.09,
BARTHAG_3pt,2024-11-08,Nicholls St.,South Alabama,-4.7,-6.0,-4.414999999999999,-9.11,Away,True,90.91,3518.18,118.18,
BARTHAG_3pt,2024-11-08,Duke,Army,-30.3,42.0,39.36,9.06,Home,True,90.91,3609.09,27.27,
BARTHAG_3pt,2024-11-08,Missouri,Howard,-17.4,15.0,36.22,18.82,Home,False,-100.0,3509.09,127.27,
BARTHAG_3pt,2024-11-08,Fresno St.,Sacramento St.,-5.2,7.0,9.350000000000001,4.15,Home,True,90.91,3600.0,36.36,
BARTHAG_3pt,2024-11-08,Penn St.,UMBC,-18.7,49.0,30.415,11.71,Home,True,90.91,3690.91,0.0,
BARTHAG_3pt,2024-11-08,South Carolina,South Carolina St.,-20.3,22.0,15.65,-4.65,Away,False,-100.0,3590.91,100.0,
BARTHAG_3pt,2024-11-08,San Jose St.,Pacific,-7.0,-13.0,13.020000000000001,6.02,Home,False,-100.0,3490.91,200.0,
BARTHAG_3pt,2024-11-08,Purdue,Northern Kentucky,-17.6,22.0,30.36,12.76,Home,True,90.91,3581.82,109.09,
BARTHAG_3pt,2024-11-08,Stanford,Cal St. Fullerton,-13.4,27.0,33.10999999999999,19.71,Home,True,90.91,3672.73,18.18,
BARTHAG_3pt,2024-11-08,Princeton,Duquesne,-1.8,7.0,-10.255,-12.06,Away,False,-100.0,3572.73,118.18,
BARTHAG_3pt,2024-11-08,Queens,Western Carolina,-1.8,13.0,14.979999999999999,13.18,Home,True,90.91,3663.64,27.27,
BARTHAG_3pt,2024-11-08,Oregon St.,Weber St.,-5.9,28.0,23.0,17.1,Home,True,90.91,3754.55,0.0,
BARTHAG_3pt,2024-11-08,TCU,Florida Gulf Coast,-17.0,16.0,13.885000000000003,-3.11,Away,True,90.91,3845.45,0.0,
BARTHAG_3pt,2024-11-08,Temple,Monmouth,-5.2,29.0,10.07,4.87,Home,True,90.91,3936.36,0.0,
BARTHAG_3pt,2024-11-08,Santa Clara,Arizona St.,2.3,-7.0,2.7700000000000005,5.07,Home,False,-100.0,3836.36,100.0,
BARTHAG_3pt,2024-11-08,South Dakota St.,Long Beach St.,-9.6,1.0,19.345,9.74,Home,False,-100.0,3736.36,200.0,
BARTHAG_3pt,2024-11-08,Radford,William & Mary,0.2,12.0,6.735000000000002,6.94,Home,True,90.91,3827.27,109.09,
BARTHAG_3pt,2024-11-08,Texas A&M,Texas A&M Commerce,-29.3,32.0,38.269999999999996,8.97,Home,True,90.91,3918.18,18.18,
BARTHAG_3pt,2024-11-08,Tulane,Louisiana Monroe,-10.4,16.0,21.875,11.47,Home,True,90.91,4009.09,0.0,
BARTHAG_3pt,2024-11-08,VCU,Boston College,-8.9,25.0,21.445,12.54,Home,True,90.91,4100.0,0.0,
BARTHAG_3pt,2024-11-08,Villanova,NJIT,-22.9,37.0,37.035,14.13,Home,True,90.91,4190.91,0.0,
BARTHAG_3pt,2024-11-08,Texas,Houston Christian,-31.5,31.0,28.245000000000005,-3.25,Away,True,90.91,4281.82,0.0,
BARTHAG_3pt,2024-11-08,Washington St.,Bradley,-4.0,17.0,-1.1200000000000043,-5.12,Away,False,-100.0,4181.82,100.0,
BARTHAG_3pt,2024-11-08,West Virginia,Massachusetts,-8.4,6.0,24.725,16.33,Home,False,-100.0,4081.82,200.0,
BARTHAG_3pt,2024-11-08,Xavier,IU Indy,-25.6,14.0,34.38,8.78,Home,False,-100.0,3981.82,300.0,
BARTHAG_3pt,2024-11-08,UNC Wilmington,Georgia Southern,-5.8,8.0,15.58,9.78,Home,True,90.91,4072.73,209.09,
BARTHAG_3pt,2024-11-08,UMass Lowell,Saint Peter's,-7.7,7.0,3.205000000000001,-4.49,Away,True,90.91,4163.64,118.18,
BARTHAG_3pt,2024-11-09,Arizona,Old Dominion,-24.7,58.0,36.015,11.32,Home,True,90.91,4254.55,27.27,
BARTHAG_3pt,2024-11-09,Cal Baptist,Kennesaw St.,-11.1,4.0,-4.485,-15.59,Away,True,90.91,4345.45,0.0,
BARTHAG_3pt,2024-11-09,Bellarmine,VMI,-16.1,-5.0,-2.375000000000001,-18.48,Away,True,90.91,4436.36,0.0,
BARTHAG_3pt,2024-11-09,Chicago St.,Youngstown St.,3.3,-20.0,-15.985000000000001,-12.69,Away,True,90.91,4527.27,0.0,
BARTHAG_3pt,2024-11-09,Marshall,Toledo,-2.0,-10.0,7.915,5.92,Home,False,-100.0,4427.27,100.0,
BARTHAG_3pt,2024-11-09,Drexel,Colgate,-3.6,17.0,8.514999999999997,4.91,Home,True,90.91,4518.18,9.09,
BARTHAG_3pt,2024-11-09,Dayton,Northwestern,-0.5,5.0,-4.580000000000001,-5.08,Away,False,-100.0,4418.18,109.09,
BARTHAG_3pt,2024-11-09,Connecticut,New Hampshire,-27.0,39.0,39.78,12.78,Home,True,90.91,4509.09,18.18,
BARTHAG_3pt,2024-11-09,Canisius,St. Bonaventure,5.8,-9.0,-30.074999999999996,-24.27,Away,True,90.91,4600.0,0.0,
BARTHAG_3pt,2024-11-09,Kansas St.,Cleveland St.,-21.1,13.0,17.745,-3.36,Away,True,90.91,4690.91,0.0,
BARTHAG_3pt,2024-11-09,Kentucky,Bucknell,-22.6,28.0,27.295,4.7,Home,True,90.91,4781.82,0.0,
BARTHAG_3pt,2024-11-09,Abilene Christian,Middle Tennessee,-4.1,-23.0,-10.434999999999997,-14.53,Away,True,90.91,4872.73,0.0,
BARTHAG_3pt,2024-11-09,Georgetown,Fairfield,-13.8,12.0,27.094999999999995,13.29,Home,False,-100.0,4772.73,100.0,
BARTHAG_3pt,2024-11-09,Tulsa,Arkansas Pine Bluff,-22.3,23.0,14.330000000000002,-7.97,Away,False,-100.0,4672.73,200.0,
BARTHAG_3pt,2024-11-09,Columbia,Delaware St.,-11.1,21.0,1.2450000000000003,-9.85,Away,False,-100.0,4572.73,300.0,
BARTHAG_3pt,2024-11-09,Nebraska,Bethune Cookman,-21.1,5.0,28.785,7.68,Home,False,-100.0,4472.73,400.0,
BARTHAG_3pt,2024-11-09,Miami OH,Wright St.,-3.0,-13.0,7.895,4.89,Home,False,-100.0,4372.73,500.0,
BARTHAG_3pt,2024-11-09,Minnesota,Nebraska Omaha,-20.1,4.0,5.919999999999997,-14.18,Away,True,90.91,4463.64,409.09,
BARTHAG_3pt,2024-11-09,New Orleans,Troy,10.2,-17.0,-27.26,-17.06,Away,True,90.91,4554.55,318.18,
BARTHAG_3pt,2024-11-09,Rice,Florida St.,7.9,-8.0,-11.690000000000001,-3.79,Away,True,90.91,4645.45,227.27,
BARTHAG_3pt,2024-11-09,Seattle,Liberty,-1.4,-2.0,-13.62,-15.02,Away,True,90.91,4736.36,136.36,
BARTHAG_3pt,2024-11-09,Portland,UC Santa Barbara,2.4,-41.0,-10.71,-8.31,Away,True,90.91,4827.27,45.45,
BARTHAG_3pt,2024-11-09,Utah St.,Charlotte,-9.6,29.0,27.715,18.12,Home,True,90.91,4918.18,0.0,
BARTHAG_3pt,2024-11-09,Tarleton St.,Sam Houston St.,5.7,-29.0,-13.095,-7.4,Away,True,90.91,5009.09,0.0,
