strategy,date,home_team,away_team,closing_spread,actual_margin,pred_margin,edge_pts,pick,won,profit,cumulative_pl,drawdown,stake_used
XGBoost_3pt,2025-02-01,Toledo,Northern Illinois,-18.1,4.0,9.767328262329102,-8.33,Away,True,90.91,88145.45,18.18,
XGBoost_3pt,2025-02-01,Texas Southern,Prairie View A&M,-6.7,16.0,13.544020652770996,6.84,Home,True,90.91,88236.36,0.0,
XGBoost_3pt,2025-02-01,Troy,Louisiana Monroe,-17.4,37.0,20.865314483642578,3.47,Home,True,90.91,88327.27,0.0,
XGBoost_3pt,2025-02-01,UAB,Charlotte,-16.1,18.0,10.274913787841797,-5.83,Away,False,-100.0,88227.27,100.0,
XGBoost_3pt,2025-02-01,UCF,BYU,1.1,-6.0,-6.10981559753418,-5.01,Away,True,90.91,88318.18,9.09,
XGBoost_3pt,2025-02-01,UMBC,UMass Lowell,-3.3,-16.0,-1.8221027851104736,-5.12,Away,True,90.91,88409.09,0.0,
XGBoost_3pt,2025-02-01,Tarleton St.,Southern Utah,-3.0,17.0,7.649672985076904,4.65,Home,True,90.91,88500.0,0.0,
XGBoost_3pt,2025-02-01,UC Irvine,UC Davis,-14.5,7.0,10.732486724853516,-3.77,Away,True,90.91,88590.91,0.0,
XGBoost_3pt,2025-02-01,Towson,Drexel,-3.7,1.0,-0.587859570980072,-4.29,Away,True,90.91,88681.82,0.0,
XGBoost_3pt,2025-02-01,Vermont,Maine,0.5,6.0,4.180652141571045,4.68,Home,True,90.91,88772.73,0.0,
XGBoost_3pt,2025-02-01,UNC Wilmington,Stony Brook,-20.1,10.0,15.679047584533691,-4.42,Away,True,90.91,88863.64,0.0,
XGBoost_3pt,2025-02-01,VCU,Richmond,-17.2,41.0,20.42786979675293,3.23,Home,True,90.91,88954.55,0.0,
XGBoost_3pt,2025-02-01,Youngstown St.,IU Indy,-11.3,-5.0,6.7119059562683105,-4.59,Away,True,90.91,89045.45,0.0,
XGBoost_3pt,2025-02-01,UT Arlington,Utah Tech,-9.5,2.0,5.903748989105225,-3.6,Away,True,90.91,89136.36,0.0,
XGBoost_3pt,2025-02-01,Western Carolina,VMI,3.5,-4.0,-0.06366288661956787,3.44,Home,False,-100.0,89036.36,100.0,
XGBoost_3pt,2025-02-01,Nicholls St.,McNeese St.,8.0,8.0,-4.751664161682129,3.25,Home,True,90.91,89127.27,9.09,
XGBoost_3pt,2025-02-01,Western Michigan,Eastern Michigan,-4.2,7.0,-0.692817747592926,-4.89,Away,False,-100.0,89027.27,109.09,
XGBoost_3pt,2025-02-01,Winthrop,Gardner Webb,-4.2,3.0,8.556710243225098,4.36,Home,False,-100.0,88927.27,209.09,
XGBoost_3pt,2025-02-02,Florida Atlantic,South Florida,-7.5,22.0,11.060917854309082,3.56,Home,True,90.91,89018.18,118.18,
XGBoost_3pt,2025-02-02,Belmont,Evansville,-11.6,-5.0,7.8029937744140625,-3.8,Away,True,90.91,89109.09,27.27,
XGBoost_3pt,2025-02-02,St. Thomas,North Dakota St.,-1.1,17.0,6.2268290519714355,5.13,Home,True,90.91,89200.0,0.0,
XGBoost_3pt,2025-02-02,DePaul,Seton Hall,-7.8,17.0,12.392059326171875,4.59,Home,True,90.91,89290.91,0.0,
XGBoost_3pt,2025-02-02,Saint Peter's,Mount St. Mary's,-3.2,-15.0,-1.5227031707763672,-4.72,Away,True,90.91,89381.82,0.0,
XGBoost_3pt,2025-02-02,Rider,Merrimack,4.1,-2.0,-7.444483280181885,-3.34,Away,False,-100.0,89281.82,100.0,
XGBoost_3pt,2025-02-02,Wright St.,Robert Morris,-4.5,2.0,-0.9071258902549744,-5.41,Away,True,90.91,89372.73,9.09,
XGBoost_3pt,2025-02-03,Lehigh,Colgate,-0.4,26.0,3.724452495574951,3.32,Home,True,90.91,89463.64,0.0,
XGBoost_3pt,2025-02-03,Howard,South Carolina St.,0.2,-23.0,-4.852451801300049,-4.65,Away,True,90.91,89554.55,0.0,
XGBoost_3pt,2025-02-03,Maryland Eastern Shore,Coppin St.,-7.2,-5.0,-0.4050656855106354,-7.61,Away,True,90.91,89645.45,0.0,
XGBoost_3pt,2025-02-03,McNeese St.,Incarnate Word,-21.3,2.0,14.949148178100586,-6.35,Away,True,90.91,89736.36,0.0,
XGBoost_3pt,2025-02-03,Southeastern Louisiana,Lamar,-2.9,2.0,-1.1125420331954956,-4.01,Away,True,90.91,89827.27,0.0,
XGBoost_3pt,2025-02-03,New Orleans,Stephen F. Austin,-0.3,-3.0,-5.425275802612305,-5.73,Away,True,90.91,89918.18,0.0,
XGBoost_3pt,2025-02-04,Auburn,Oklahoma,-18.7,28.0,22.423442840576172,3.72,Home,True,90.91,90009.09,0.0,
XGBoost_3pt,2025-02-04,Houston,Oklahoma St.,-26.3,9.0,20.118070602416992,-6.18,Away,True,90.91,90100.0,0.0,
XGBoost_3pt,2025-02-04,Akron,Ball St.,-18.9,8.0,14.720535278320312,-4.18,Away,True,90.91,90190.91,0.0,
XGBoost_3pt,2025-02-04,Air Force,Nevada,7.2,-14.0,-13.919487953186035,-6.72,Away,True,90.91,90281.82,0.0,
XGBoost_3pt,2025-02-04,Eastern Michigan,Kent St.,5.1,-21.0,-8.50131893157959,-3.4,Away,True,90.91,90372.73,0.0,
XGBoost_3pt,2025-02-04,Iowa,Purdue,7.0,-9.0,-3.235046148300171,3.76,Home,False,-100.0,90272.73,100.0,
XGBoost_3pt,2025-02-04,Charlotte,Wichita St.,1.6,-8.0,-6.961855888366699,-5.36,Away,True,90.91,90363.64,9.09,
XGBoost_3pt,2025-02-04,Florida,Vanderbilt,-13.7,11.0,16.842329025268555,3.14,Home,False,-100.0,90263.64,109.09,
XGBoost_3pt,2025-02-04,Arizona St.,Kansas St.,-3.5,-1.0,0.474333792924881,-3.03,Away,True,90.91,90354.55,18.18,
XGBoost_3pt,2025-02-04,Toledo,Buffalo,-16.3,13.0,9.084087371826172,-7.22,Away,True,90.91,90445.45,0.0,
XGBoost_3pt,2025-02-04,Loyola Chicago,St. Bonaventure,2.8,24.0,4.194487571716309,6.99,Home,True,90.91,90536.36,0.0,
XGBoost_3pt,2025-02-04,Massachusetts,Saint Louis,-0.4,-2.0,-6.972070217132568,-7.37,Away,True,90.91,90627.27,0.0,
XGBoost_3pt,2025-02-05,Memphis,Tulsa,-20.7,12.0,14.789754867553711,-5.91,Away,True,90.91,90718.18,0.0,
XGBoost_3pt,2025-02-05,Bucknell,American,-2.7,22.0,6.093267917633057,3.39,Home,True,90.91,90809.09,0.0,
XGBoost_3pt,2025-02-05,Central Arkansas,Queens,6.2,-16.0,-9.384305953979492,-3.18,Away,True,90.91,90900.0,0.0,
XGBoost_3pt,2025-02-05,Charleston Southern,Winthrop,-0.3,-18.0,-7.254426002502441,-7.55,Away,True,90.91,90990.91,0.0,
XGBoost_3pt,2025-02-05,East Carolina,Rice,-5.0,-13.0,-0.8267506957054138,-5.83,Away,True,90.91,91081.82,0.0,
XGBoost_3pt,2025-02-05,Evansville,Southern Illinois,-0.8,-9.0,-2.415294647216797,-3.22,Away,True,90.91,91172.73,0.0,
XGBoost_3pt,2025-02-05,Georgia St.,Louisiana Monroe,-7.3,33.0,12.817967414855957,5.52,Home,True,90.91,91263.64,0.0,
XGBoost_3pt,2025-02-05,Furman,Western Carolina,-18.8,9.0,15.437297821044922,-3.36,Away,True,90.91,91354.55,0.0,
XGBoost_3pt,2025-02-05,Georgia,LSU,-7.7,19.0,16.479129791259766,8.78,Home,True,90.91,91445.45,0.0,
XGBoost_3pt,2025-02-05,Illinois Chicago,Illinois St.,-4.0,-2.0,-3.3226168155670166,-7.32,Away,True,90.91,91536.36,0.0,
XGBoost_3pt,2025-02-05,Coastal Carolina,South Alabama,5.2,-25.0,-11.221602439880371,-6.02,Away,True,90.91,91627.27,0.0,
XGBoost_3pt,2025-02-05,Syracuse,Duke,17.9,-29.0,-23.288728713989258,-5.39,Away,True,90.91,91718.18,0.0,
XGBoost_3pt,2025-02-05,Seton Hall,Butler,4.8,-30.0,-9.128788948059082,-4.33,Away,True,90.91,91809.09,0.0,
XGBoost_3pt,2025-02-05,New Mexico,Colorado St.,-8.7,22.0,4.530801296234131,-4.17,Away,False,-100.0,91709.09,100.0,
XGBoost_3pt,2025-02-05,Presbyterian,USC Upstate,-8.0,11.0,13.395903587341309,5.4,Home,True,90.91,91800.0,9.09,
XGBoost_3pt,2025-02-05,Old Dominion,Texas St.,1.4,11.0,-5.207825183868408,-3.81,Away,False,-100.0,91700.0,109.09,
XGBoost_3pt,2025-02-05,Michigan,Oregon,-9.5,4.0,3.935624837875366,-5.56,Away,True,90.91,91790.91,18.18,
XGBoost_3pt,2025-02-05,Texas,Arkansas,-8.4,-8.0,2.225928783416748,-6.17,Away,True,90.91,91881.82,0.0,
XGBoost_3pt,2025-02-05,UCF,Cincinnati,-5.2,-10.0,-0.8849540948867798,-6.08,Away,True,90.91,91972.73,0.0,
XGBoost_3pt,2025-02-05,Virginia Tech,SMU,5.0,-6.0,-11.246756553649902,-6.25,Away,True,90.91,92063.64,0.0,
XGBoost_3pt,2025-02-05,West Georgia,Lipscomb,10.8,-9.0,-16.46781349182129,-5.67,Away,False,-100.0,91963.64,100.0,
XGBoost_3pt,2025-02-05,VMI,East Tennessee St.,3.2,-7.0,-6.223395347595215,-3.02,Away,True,90.91,92054.55,9.09,
XGBoost_3pt,2025-02-06,Mount St. Mary's,Iona,-4.1,-3.0,0.0201939158141613,-4.08,Away,True,90.91,92145.45,0.0,
XGBoost_3pt,2025-02-06,Cal Baptist,Southern Utah,-13.6,-3.0,10.366549491882324,-3.23,Away,True,90.91,92236.36,0.0,
XGBoost_3pt,2025-02-06,Charleston,North Carolina A&T,-19.5,3.0,13.871015548706055,-5.63,Away,True,90.91,92327.27,0.0,
XGBoost_3pt,2025-02-06,Cal Poly,Hawaii,-0.1,16.0,7.512853622436523,7.41,Home,True,90.91,92418.18,0.0,
XGBoost_3pt,2025-02-06,Kennesaw St.,Western Kentucky,-1.2,7.0,7.05850887298584,5.86,Home,True,90.91,92509.09,0.0,
XGBoost_3pt,2025-02-06,FIU,Sam Houston St.,-0.7,3.0,-3.0322299003601074,-3.73,Away,False,-100.0,92409.09,100.0,
XGBoost_3pt,2025-02-06,Florida Gulf Coast,Eastern Kentucky,-8.5,-18.0,0.6583531498908997,-7.84,Away,True,90.91,92500.0,9.09,
XGBoost_3pt,2025-02-06,Morehead St.,Southeast Missouri St.,-2.1,-29.0,-7.465595245361328,-9.57,Away,True,90.91,92590.91,0.0,
XGBoost_3pt,2025-02-06,Gonzaga,Loyola Marymount,-18.5,20.0,25.175615310668945,6.68,Home,True,90.91,92681.82,0.0,
XGBoost_3pt,2025-02-06,Hofstra,Northeastern,-3.0,-9.0,-0.22695890069007874,-3.23,Away,True,90.91,92772.73,0.0,
XGBoost_3pt,2025-02-06,Idaho,Portland St.,-2.8,-7.0,-1.9839797019958496,-4.78,Away,True,90.91,92863.64,0.0,
XGBoost_3pt,2025-02-06,Eastern Washington,Sacramento St.,-12.8,3.0,8.776883125305176,-4.02,Away,True,90.91,92954.55,0.0,
XGBoost_3pt,2025-02-06,Bryant,Albany,-15.0,-5.0,11.659479141235352,-3.34,Away,True,90.91,93045.45,0.0,
XGBoost_3pt,2025-02-06,Northern Colorado,Montana,-7.7,-8.0,4.638394832611084,-3.06,Away,True,90.91,93136.36,0.0,
XGBoost_3pt,2025-02-06,Wagner,LIU,-0.7,-13.0,-5.150264739990234,-5.85,Away,True,90.91,93227.27,0.0,
XGBoost_3pt,2025-02-06,Portland,Santa Clara,14.1,-47.0,-22.1669921875,-8.07,Away,True,90.91,93318.18,0.0,
XGBoost_3pt,2025-02-06,Quinnipiac,Canisius,-18.6,18.0,14.27783203125,-4.32,Away,True,90.91,93409.09,0.0,
XGBoost_3pt,2025-02-06,Seattle,Tarleton St.,-9.5,37.0,20.02371597290039,10.52,Home,True,90.91,93500.0,0.0,
XGBoost_3pt,2025-02-06,North Florida,Bellarmine,-15.3,7.0,6.414649963378906,-8.89,Away,True,90.91,93590.91,0.0,
XGBoost_3pt,2025-02-06,Tennessee St.,Western Illinois,-13.4,18.0,10.087547302246094,-3.31,Away,False,-100.0,93490.91,100.0,
XGBoost_3pt,2025-02-06,Stetson,Jacksonville,7.3,-9.0,-14.197925567626953,-6.9,Away,True,90.91,93581.82,9.09,
XGBoost_3pt,2025-02-06,Stony Brook,Towson,4.5,-7.0,-9.22751522064209,-4.73,Away,True,90.91,93672.73,0.0,
XGBoost_3pt,2025-02-06,Tennessee Tech,SIU Edwardsville,-2.1,-17.0,-2.6790571212768555,-4.78,Away,True,90.91,93763.64,0.0,
XGBoost_3pt,2025-02-06,Utah Valley,UT Arlington,-8.5,21.0,12.822469711303711,4.32,Home,True,90.91,93854.55,0.0,
XGBoost_3pt,2025-02-06,New Hampshire,UMBC,5.1,1.0,0.03124101459980011,5.13,Home,True,90.91,93945.45,0.0,
XGBoost_3pt,2025-02-06,Utah Tech,Abilene Christian,-1.5,-14.0,-3.331563711166382,-4.83,Away,True,90.91,94036.36,0.0,
XGBoost_3pt,2025-02-07,Boise St.,San Jose St.,-13.7,27.0,19.329879760742188,5.63,Home,True,90.91,94127.27,0.0,
XGBoost_3pt,2025-02-08,Air Force,New Mexico,16.1,-35.0,-19.981340408325195,-3.88,Away,True,90.91,94218.18,0.0,
XGBoost_3pt,2025-02-08,Albany,Vermont,-2.2,-6.0,-3.97418475151062,-6.17,Away,True,90.91,94309.09,0.0,
XGBoost_3pt,2025-02-08,Auburn,Florida,-9.9,-9.0,2.1220486164093018,-7.78,Away,True,90.91,94400.0,0.0,
XGBoost_3pt,2025-02-08,Austin Peay,Central Arkansas,-7.0,23.0,10.241813659667969,3.24,Home,True,90.91,94490.91,0.0,
XGBoost_3pt,2025-02-08,Belmont,Missouri St.,-8.9,17.0,4.213809490203857,-4.69,Away,False,-100.0,94390.91,100.0,
XGBoost_3pt,2025-02-08,Davidson,Richmond,-10.5,11.0,7.040374755859375,-3.46,Away,False,-100.0,94290.91,200.0,
XGBoost_3pt,2025-02-08,Chattanooga,Furman,-6.6,13.0,1.4369477033615112,-5.16,Away,False,-100.0,94190.91,300.0,
XGBoost_3pt,2025-02-08,Chicago St.,Saint Francis,1.0,-12.0,-7.4125285148620605,-6.41,Away,True,90.91,94281.82,209.09,
XGBoost_3pt,2025-02-08,Clemson,Duke,6.6,6.0,-3.2298154830932617,3.37,Home,True,90.91,94372.73,118.18,
XGBoost_3pt,2025-02-08,Colorado St.,San Diego St.,-1.8,5.0,6.58674955368042,4.79,Home,True,90.91,94463.64,27.27,
XGBoost_3pt,2025-02-08,Columbia,Brown,-2.3,2.0,-1.4413658380508423,-3.74,Away,True,90.91,94554.55,0.0,
XGBoost_3pt,2025-02-08,Cal St. Fullerton,UC Davis,3.2,-16.0,-8.17435359954834,-4.97,Away,True,90.91,94645.45,0.0,
XGBoost_3pt,2025-02-08,Army,Bucknell,-2.1,6.0,-3.1132993698120117,-5.21,Away,False,-100.0,94545.45,100.0,
XGBoost_3pt,2025-02-08,Colorado,Houston,16.2,-10.0,-12.039036750793457,4.16,Home,True,90.91,94636.36,9.09,
XGBoost_3pt,2025-02-08,Drake,Indiana St.,-18.0,4.0,9.569430351257324,-8.43,Away,True,90.91,94727.27,0.0,
XGBoost_3pt,2025-02-08,Eastern Washington,Portland St.,-0.6,5.0,-2.5843019485473633,-3.18,Away,False,-100.0,94627.27,100.0,
XGBoost_3pt,2025-02-08,Georgia,Mississippi St.,-2.0,-1.0,5.814071178436279,3.81,Home,False,-100.0,94527.27,200.0,
XGBoost_3pt,2025-02-08,Liberty,Sam Houston St.,-15.7,3.0,10.8771390914917,-4.82,Away,True,90.91,94618.18,109.09,
XGBoost_3pt,2025-02-08,Buffalo,Georgia St.,2.1,-5.0,-5.55660343170166,-3.46,Away,True,90.91,94709.09,18.18,
XGBoost_3pt,2025-02-08,Indiana,Michigan,3.6,-3.0,1.2518643140792847,4.85,Home,True,90.91,94800.0,0.0,
XGBoost_3pt,2025-02-08,Iowa St.,TCU,-11.4,30.0,17.164796829223633,5.76,Home,True,90.91,94890.91,0.0,
XGBoost_3pt,2025-02-08,Jackson St.,Mississippi Valley St.,-21.8,48.0,36.01786422729492,14.22,Home,True,90.91,94981.82,0.0,
XGBoost_3pt,2025-02-08,Jacksonville,Bellarmine,-18.8,9.0,13.46666145324707,-5.33,Away,True,90.91,95072.73,0.0,
XGBoost_3pt,2025-02-08,Kentucky,South Carolina,-12.9,23.0,17.914087295532227,5.01,Home,True,90.91,95163.64,0.0,
XGBoost_3pt,2025-02-08,Stetson,Eastern Kentucky,6.7,-25.0,-14.077072143554688,-7.38,Away,True,90.91,95254.55,0.0,
XGBoost_3pt,2025-02-08,Wyoming,UNLV,-0.0,-11.0,-4.803795337677002,-4.8,Away,True,90.91,95345.45,0.0,
XGBoost_3pt,2025-02-08,Marist,Iona,-5.2,-4.0,-2.517220973968506,-7.72,Away,True,90.91,95436.36,0.0,
XGBoost_3pt,2025-02-08,McNeese St.,Northwestern St.,-18.1,15.0,14.777912139892578,-3.32,Away,True,90.91,95527.27,0.0,
XGBoost_3pt,2025-02-08,New Mexico St.,UTEP,-2.3,-3.0,5.834965705871582,3.53,Home,False,-100.0,95427.27,100.0,
XGBoost_3pt,2025-02-08,Minnesota,Illinois,7.7,-21.0,-12.252235412597656,-4.55,Away,True,90.91,95518.18,9.09,
XGBoost_3pt,2025-02-08,Nebraska Omaha,North Dakota St.,1.8,11.0,2.8338851928710938,4.63,Home,True,90.91,95609.09,0.0,
XGBoost_3pt,2025-02-08,Loyola Marymount,San Francisco,1.6,-6.0,-5.844884872436523,-4.24,Away,True,90.91,95700.0,0.0,
XGBoost_3pt,2025-02-08,New Hampshire,NJIT,-1.0,11.0,4.416534423828125,3.42,Home,True,90.91,95790.91,0.0,
XGBoost_3pt,2025-02-08,Manhattan,Saint Peter's,-6.6,1.0,0.6101876497268677,-5.99,Away,True,90.91,95881.82,0.0,
XGBoost_3pt,2025-02-08,North Florida,Florida Gulf Coast,2.4,-14.0,-6.4263691902160645,-4.03,Away,True,90.91,95972.73,0.0,
XGBoost_3pt,2025-02-08,Northeastern,Hampton,-9.4,-9.0,-0.9612993001937866,-10.36,Away,True,90.91,96063.64,0.0,
XGBoost_3pt,2025-02-08,Northern Arizona,Montana,0.0,-3.0,-4.485194683074951,-4.49,Away,True,90.91,96154.55,0.0,
XGBoost_3pt,2025-02-08,Oregon St.,Saint Mary's,3.4,-14.0,-9.681159019470215,-6.28,Away,True,90.91,96245.45,0.0,
XGBoost_3pt,2025-02-08,Prairie View A&M,Bethune Cookman,0.9,-3.0,-4.962743759155273,-4.06,Away,True,90.91,96336.36,0.0,
XGBoost_3pt,2025-02-08,Longwood,Radford,-3.8,-2.0,-3.2186849117279053,-7.02,Away,True,90.91,96427.27,0.0,
XGBoost_3pt,2025-02-08,Southern Utah,Abilene Christian,-1.1,-14.0,-5.501961708068848,-6.6,Away,True,90.91,96518.18,0.0,
XGBoost_3pt,2025-02-08,UNC Greensboro,Western Carolina,-17.3,4.0,13.877058982849121,-3.42,Away,True,90.91,96609.09,0.0,
XGBoost_3pt,2025-02-08,Tennessee Tech,Eastern Illinois,-7.8,5.0,3.9981706142425537,-3.8,Away,True,90.91,96700.0,0.0,
XGBoost_3pt,2025-02-08,UC Irvine,UC San Diego,-1.3,-18.0,-3.0078353881835938,-4.31,Away,True,90.91,96790.91,0.0,
XGBoost_3pt,2025-02-08,USC Upstate,Winthrop,4.6,-10.0,-9.147204399108887,-4.55,Away,True,90.91,96881.82,0.0,
XGBoost_3pt,2025-02-08,Purdue Fort Wayne,Green Bay,-19.5,15.0,15.643441200256348,-3.86,Away,True,90.91,96972.73,0.0,
XGBoost_3pt,2025-02-08,Utah Valley,Tarleton St.,-13.4,25.0,21.777185440063477,8.38,Home,True,90.91,97063.64,0.0,
XGBoost_3pt,2025-02-08,Valparaiso,Murray St.,-1.4,-18.0,-1.600883960723877,-3.0,Away,True,90.91,97154.55,0.0,
XGBoost_3pt,2025-02-08,Quinnipiac,Niagara,-12.3,-1.0,8.85086727142334,-3.45,Away,True,90.91,97245.45,0.0,
XGBoost_3pt,2025-02-08,West Georgia,North Alabama,9.8,-17.0,-14.04484748840332,-4.24,Away,True,90.91,97336.36,0.0,
XGBoost_3pt,2025-02-08,Western Michigan,Georgia Southern,-2.0,-26.0,-2.365591287612915,-4.37,Away,True,90.91,97427.27,0.0,
XGBoost_3pt,2025-02-08,Louisville,Miami FL,-25.9,10.0,17.750228881835938,-8.15,Away,True,90.91,97518.18,0.0,
XGBoost_3pt,2025-02-08,Baylor,UCF,-8.6,15.0,13.127413749694824,4.53,Home,True,90.91,97609.09,0.0,
XGBoost_3pt,2025-02-09,Memphis,Temple,-15.0,8.0,11.291526794433594,-3.71,Away,True,90.91,97700.0,0.0,
XGBoost_3pt,2025-02-09,South Florida,Wichita St.,-3.4,-5.0,-1.7112469673156738,-5.11,Away,True,90.91,97790.91,0.0,
XGBoost_3pt,2025-02-10,Houston Christian,Southeastern Louisiana,-1.8,-9.0,-1.450051188468933,-3.25,Away,True,90.91,97881.82,0.0,
XGBoost_3pt,2025-02-10,Alcorn St.,Mississippi Valley St.,-20.2,47.0,31.04505157470703,10.85,Home,True,90.91,97972.73,0.0,
XGBoost_3pt,2025-02-10,Campbell,North Carolina A&T,-15.7,4.0,9.765233993530273,-5.93,Away,True,90.91,98063.64,0.0,
XGBoost_3pt,2025-02-10,Florida Atlantic,Charlotte,-15.7,12.0,10.430667877197266,-5.27,Away,True,90.91,98154.55,0.0,
XGBoost_3pt,2025-02-10,Alabama A&M,Grambling St.,-1.3,-11.0,-3.6958799362182617,-5.0,Away,True,90.91,98245.45,0.0,
XGBoost_3pt,2025-02-10,Stephen F. Austin,UT Rio Grande Valley,-1.2,10.0,-3.4681761264801025,-4.67,Away,False,-100.0,98145.45,100.0,
XGBoost_3pt,2025-02-10,Maryland Eastern Shore,Howard,5.1,-20.0,-8.706611633300781,-3.61,Away,True,90.91,98236.36,9.09,
XGBoost_3pt,2025-02-10,Prairie View A&M,Florida A&M,-5.3,-11.0,-3.212925910949707,-8.51,Away,True,90.91,98327.27,0.0,
XGBoost_3pt,2025-02-11,Illinois,UCLA,-5.8,5.0,1.8361234664916992,-3.96,Away,True,90.91,98418.18,0.0,
XGBoost_3pt,2025-02-11,East Carolina,UAB,2.3,7.0,-5.481865882873535,-3.18,Away,False,-100.0,98318.18,100.0,
XGBoost_3pt,2025-02-11,Kansas,Colorado,-17.0,12.0,13.623628616333008,-3.38,Away,True,90.91,98409.09,9.09,
XGBoost_3pt,2025-02-11,Miami OH,Toledo,-6.6,12.0,10.140089988708496,3.54,Home,True,90.91,98500.0,0.0,
XGBoost_3pt,2025-02-11,Little Rock,Southeast Missouri St.,-5.3,-12.0,-1.25818932056427,-6.56,Away,True,90.91,98590.91,0.0,
XGBoost_3pt,2025-02-11,Miami FL,Syracuse,-0.8,7.0,-3.6720731258392334,-4.47,Away,False,-100.0,98490.91,100.0,
XGBoost_3pt,2025-02-11,Mississippi St.,Florida,2.9,-13.0,-6.9358906745910645,-4.04,Away,True,90.91,98581.82,9.09,
XGBoost_3pt,2025-02-11,Kentucky,Tennessee,1.4,11.0,3.1651203632354736,4.57,Home,True,90.91,98672.73,0.0,
XGBoost_3pt,2025-02-11,Michigan St.,Indiana,-11.7,-4.0,8.258074760437012,-3.44,Away,True,90.91,98763.64,0.0,
XGBoost_3pt,2025-02-11,Ball St.,Eastern Michigan,-7.6,2.0,2.109018564224243,-5.49,Away,True,90.91,98854.55,0.0,
XGBoost_3pt,2025-02-11,Murray St.,Illinois Chicago,-0.4,10.0,5.870365142822266,5.47,Home,True,90.91,98945.45,0.0,
XGBoost_3pt,2025-02-11,Akron,Western Michigan,-22.9,13.0,15.456571578979492,-7.44,Away,True,90.91,99036.36,0.0,
XGBoost_3pt,2025-02-11,Texas,Alabama,3.3,-23.0,-7.497086524963379,-4.2,Away,True,90.91,99127.27,0.0,
XGBoost_3pt,2025-02-11,USC,Penn St.,-7.1,25.0,2.9018495082855225,-4.2,Away,False,-100.0,99027.27,100.0,
XGBoost_3pt,2025-02-11,Richmond,Loyola Chicago,0.7,-7.0,-5.568053722381592,-4.87,Away,True,90.91,99118.18,9.09,
XGBoost_3pt,2025-02-11,Texas A&M,Georgia,-7.7,16.0,4.610104084014893,-3.09,Away,False,-100.0,99018.18,109.09,
XGBoost_3pt,2025-02-12,Charleston Southern,Presbyterian,-3.5,1.0,-1.4447942972183228,-4.94,Away,True,90.91,99109.09,18.18,
XGBoost_3pt,2025-02-12,Furman,Mercer,-7.2,24.0,13.759799003601074,6.56,Home,True,90.91,99200.0,0.0,
XGBoost_3pt,2025-02-12,Fordham,Dayton,5.1,-17.0,-11.617615699768066,-6.52,Away,True,90.91,99290.91,0.0,
XGBoost_3pt,2025-02-12,Illinois St.,Drake,2.2,-7.0,-7.16413688659668,-4.96,Away,True,90.91,99381.82,0.0,
XGBoost_3pt,2025-02-12,Louisiana,Troy,7.3,-18.0,-17.02106475830078,-9.72,Away,True,90.91,99472.73,0.0,
XGBoost_3pt,2025-02-12,Massachusetts,Davidson,-0.9,-9.0,-5.765399932861328,-6.67,Away,True,90.91,99563.64,0.0,
XGBoost_3pt,2025-02-12,Holy Cross,Colgate,-0.7,-22.0,-3.095480442047119,-3.8,Away,True,90.91,99654.55,0.0,
XGBoost_3pt,2025-02-12,Providence,Xavier,0.9,-9.0,-5.282311916351318,-4.38,Away,True,90.91,99745.45,0.0,
XGBoost_3pt,2025-02-12,Samford,Chattanooga,-6.4,-14.0,2.359626054763794,-4.04,Away,True,90.91,99836.36,0.0,
XGBoost_3pt,2025-02-12,Saint Joseph's,La Salle,-15.7,12.0,11.073320388793945,-4.63,Away,True,90.91,99927.27,0.0,
XGBoost_3pt,2025-02-12,South Carolina,Mississippi,4.8,-4.0,-0.8066259026527405,3.99,Home,True,90.91,100018.18,0.0,
XGBoost_3pt,2025-02-12,New Mexico,Wyoming,-18.1,4.0,11.190239906311035,-6.91,Away,True,90.91,100109.09,0.0,
XGBoost_3pt,2025-02-13,Fairleigh Dickinson,Chicago St.,-8.2,42.0,14.327629089355469,6.13,Home,True,90.91,100200.0,0.0,
XGBoost_3pt,2025-02-13,Hawaii,Long Beach St.,-11.0,2.0,6.109703540802002,-4.89,Away,True,90.91,100290.91,0.0,
XGBoost_3pt,2025-02-13,Cal St. Bakersfield,UC San Diego,11.4,-19.0,-16.52225685119629,-5.12,Away,True,90.91,100381.82,0.0,
XGBoost_3pt,2025-02-13,Cal St. Fullerton,Cal Poly,4.2,-15.0,-12.412629127502441,-8.21,Away,True,90.91,100472.73,0.0,
XGBoost_3pt,2025-02-13,Louisiana Tech,Kennesaw St.,-5.1,-22.0,0.8394784331321716,-4.26,Away,True,90.91,100563.64,0.0,
XGBoost_3pt,2025-02-13,Montana,Idaho St.,-6.7,13.0,9.796300888061523,3.1,Home,True,90.91,100654.55,0.0,
XGBoost_3pt,2025-02-13,Montana St.,Weber St.,-8.3,8.0,11.331903457641602,3.03,Home,False,-100.0,100554.55,100.0,
XGBoost_3pt,2025-02-13,Loyola Marymount,Pacific,-14.3,-25.0,10.998870849609375,-3.3,Away,True,90.91,100645.45,9.09,
XGBoost_3pt,2025-02-13,North Alabama,North Florida,-16.8,13.0,13.386625289916992,-3.41,Away,True,90.91,100736.36,0.0,
XGBoost_3pt,2025-02-13,North Dakota St.,Oral Roberts,-19.7,6.0,11.361429214477539,-8.34,Away,True,90.91,100827.27,0.0,
XGBoost_3pt,2025-02-13,Sacramento St.,Northern Colorado,10.0,-16.0,-14.125462532043457,-4.13,Away,True,90.91,100918.18,0.0,
