Home_Team,Away_Team,Spread,Over_Under,Time,Is_Neutral
Yale,Pennsylvania,-9.5,142.5,12:00 PM,True
Vanderbilt,Arkansas,-2.5,166.5,1:00 PM,True
VCU,Dayton,-3.5,138.5,1:00 PM,True
South Florida,Wichita State,-6.5,150.5,3:15 PM,True
Michigan,Purdue,-6.5,148.5,3:30 PM,True
