Home_Team,Away_Team,Spread,Over_Under,Time,Is_Neutral
Tulsa,Wichita State,-4.5,,7:00 PM ET,False
New Mexico,Saint Josephs,-10.5,,9:00 PM ET,False
Dayton,Illinois State,-7.5,,7:00 PM ET,False
Auburn,Nevada,-9.5,,9:30 PM ET,False
