Home_Team,Away_Team,Spread,Over_Under,Time,Is_Neutral
Purdue,Texas,-7.5,,TBD,True
Nebraska,Iowa,-1.5,,TBD,True
Arizona,Arkansas,-7.5,,TBD,True
Houston,Illinois,-3.5,,TBD,True
Duke,St Johns,-6.5,,TBD,True
Michigan,Alabama,-9.5,,TBD,True
UConn,Michigan State,-1.5,,TBD,True
Iowa State,Tennessee,-4.5,,TBD,True
